Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral,Na2O + K2O,TAS,Rocknames
_AMs3-26,57.31,0.05,8.33,8.06,0.14,13.2,6.67,1.15,0.35,,0.9,Glass,1.5,O2,"['Andesite', 'Diorite']"
EA 10_91EA-11-2-1,51.63,1.68,16.99,6.9,0.13,7.7,9.63,4.11,0.73,0.49,,Glass,4.84,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MARA8-5_MARA8_11B,52.16,0.9,17.83,6.08,0.13,4.68,13.11,2.55,0.45,0.12,,Glass,3.0,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
200552_BIO16,76.17,0.06,12.46,0.61,,0.03,0.37,2.34,5.19,,,Glass,7.53,R,"['Rhyolite', 'Granite']"
AS03-PAGAN-5_PAGAN5-2_90 ,50.05,0.97,14.71,12.67,0.21,5.01,9.43,3.04,0.66,0.16,,Glass,3.7,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
3-MSR-7-MI1,49.76,1.79,13.27,12.47,0.23,6.93,11.49,2.51,0.19,0.19,,Glass,2.6999999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
609/11_16,71.92,0.2,12.52,1.16,0.02,0.33,1.08,4.4,2.55,,,Glass,6.95,R,"['Rhyolite', 'Granite']"
05AUNY17_oliv13mi1,49.59,0.9,17.47,6.72,0.21,2.58,10.63,1.86,0.39,0.1,,Glass,2.25,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_ZB-1-11-1,50.21,1.81,15.2,11.76,0.12,7.71,8.88,2.95,0.77,0.23,,Glass,3.72,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
ALV-1846-9_ALV1846-9_55,49.64,0.49,17.47,6.31,0.11,6.5,14.76,2.0,0.74,0.1,,Glass,2.74,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
CMB_MI-32,58.69,0.48,17.48,3.39,0.25,0.38,2.15,4.41,7.91,0.08,,Glass,12.32,Ph,"['Phonolite', 'Foid Syenite']"
12MKJFL19B_JFL019BMI04B,49.67,0.72,16.88,10.22,0.2,6.78,11.83,2.64,0.94,0.17,,Glass,3.58,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
D46-1-2_D46-1-2_11,47.55,0.97,17.41,6.48,0.12,8.28,13.5,2.69,0.74,0.18,,Glass,3.4299999999999997,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
FI15DJR38_FI38MI02,49.41,1.38,15.72,11.73,0.23,6.06,10.7,2.69,0.5,0.19,,Glass,3.19,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SC5C_SC5Cr6a,47.9,0.85,14.88,12.41,0.25,5.32,9.5,3.02,0.63,0.48,,Glass,3.65,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
KR99/96_KR99/96-27,53.57,1.01,16.63,9.45,0.23,3.31,8.17,3.04,0.77,0.17,,Glass,3.81,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
200510_PL9,72.09,0.36,12.58,2.87,0.06,0.29,0.89,5.04,3.56,0.11,,Glass,8.6,R,"['Rhyolite', 'Granite']"
TB02-1_04-028-14.2,46.83,2.83,16.75,8.33,0.12,8.57,11.48,2.15,0.48,0.31,,Glass,2.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
08WR-16_08WR-16-1,43.56,3.33,11.94,12.86,0.26,12.29,9.18,2.95,2.95,0.7,,Glass,5.9,U1,"['Tephrite', 'Foid Gabbro']"
KR99/96_KR99/96-21,54.1,1.46,12.93,11.45,0.22,5.28,6.85,3.69,1.2,0.33,,Glass,4.89,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
RESC2_RESC2-O51.MIA,48.32,1.37,16.36,7.44,0.17,4.79,12.48,2.73,1.64,0.34,0.09,Glass,4.37,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-29X-6-124-126_85,65.64,0.51,13.7,4.32,0.25,0.69,3.37,3.83,0.77,0.17,,Glass,4.6,O3,"['Dacite', 'Granodiorite']"
2013_ 2013-2a,47.41,2.03,18.46,7.04,0.11,2.22,10.68,5.63,2.69,1.15,,Glass,8.32,U2,"['Phonotephrite', 'Foid Monzodiorite']"
1867_36A,49.77,0.81,18.55,10.07,,5.42,13.19,1.95,0.25,,,Glass,2.2,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
H14-6-MI4,48.88,1.24,13.89,10.79,0.19,9.13,12.56,1.98,0.12,0.05,0.04,Glass,2.1,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
ST082_MI28A,46.57,1.22,15.59,7.6,0.17,5.11,13.23,2.22,1.66,0.55,,Glass,3.88,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-41X-2-53-55_112,62.8,0.79,15.1,4.43,0.21,1.35,4.41,4.0,1.13,0.25,,Glass,5.13,O2,"['Andesite', 'Diorite']"
MER057A_MI100,74.04,0.32,8.58,6.03,0.32,,0.21,5.52,4.06,0.03,,Glass,9.579999999999998,R,"['Rhyolite', 'Granite']"
shv202003_m16s20031-1e,72.43,0.29,13.96,1.1,,0.25,1.64,4.89,2.66,,,Glass,7.55,R,"['Rhyolite', 'Granite']"
_AV-1-8-3,48.74,1.71,13.86,9.99,0.16,7.1,9.77,2.52,0.59,0.3,,Glass,3.11,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-19X-2-24-26_45,51.8,0.67,14.6,10.2,0.2,6.02,10.66,1.91,0.19,0.11,,Glass,2.1,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SEC Feb. 1999_CSEA inc-2,45.08,1.89,17.05,9.68,0.24,4.63,10.69,3.67,2.01,0.7,,Glass,5.68,U1,"['Tephrite', 'Foid Gabbro']"
616-R05 Izx_616-R05mi31 ,49.74,0.72,17.1,7.76,0.17,5.03,13.19,2.17,0.14,0.08,,Glass,2.31,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
CM02-2_03-013-4.2,49.29,1.42,19.59,8.11,0.1,8.07,11.71,2.66,1.45,0.45,,Glass,4.11,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
U1438_U1438D-60R4-I6 ,52.02,0.88,16.28,7.69,0.18,5.64,8.84,2.78,0.72,0.3,,Glass,3.5,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
BR02-2_03-049-11.2,48.87,1.33,16.3,10.36,0.18,9.31,9.79,2.97,0.42,0.27,,Glass,3.39,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
609/11_8,67.38,0.26,13.33,1.55,0.06,0.4,1.35,4.2,3.08,,,Glass,7.28,O3,"['Dacite', 'Granodiorite']"
03JLOK-gates2d _ol1mi1 ,53.31,2.25,14.27,11.31,0.23,3.49,9.85,2.56,1.28,0.33,,Glass,3.84,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
8LM-331A_8LM-331A_B2,55.7,1.65,14.15,10.43,0.19,4.43,8.66,3.41,0.93,0.14,,Glass,4.34,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
200510_PL3,71.03,0.6,12.15,3.64,0.14,0.33,1.04,5.05,3.9,0.08,,Glass,8.95,R,"['Rhyolite', 'Granite']"
Gug23-02_4,53.21,1.09,17.94,8.68,0.19,4.28,10.52,3.15,0.59,0.16,,Glass,3.7399999999999998,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
782A-29X-5-13-15_80,57.6,0.75,12.9,10.24,0.37,3.17,5.98,3.14,0.46,0.14,,Glass,3.6,O2,"['Andesite', 'Diorite']"
RC09-9_RC-9-2-3-2,45.47,1.5,16.53,10.2,0.17,7.71,10.82,4.42,1.19,1.25,,Glass,5.609999999999999,U1,"['Tephrite', 'Foid Gabbro']"
BN1997-98_c7  pt 2,49.6,1.73,17.04,10.12,0.11,3.56,8.43,2.42,2.83,0.64,,Glass,5.25,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
WM-3-MI1,49.9,1.77,13.21,12.48,0.22,6.76,11.46,2.33,0.22,0.19,0.02,Glass,2.5500000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
200568_PL6,66.02,0.15,19.71,1.29,0.04,0.05,3.4,2.22,6.99,0.04,,Glass,9.21,T2,"['Trachydacite', 'Quartz \nMonzonite']"
782A-21X-5-43-45_55,48.03,0.79,14.7,11.58,0.35,5.05,10.48,1.89,0.13,0.11,,Glass,2.02,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
1974-5-5C_5-5C,52.26,1.31,17.27,10.17,0.16,3.73,9.1,4.72,0.53,0.13,,Glass,5.25,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
FS_ FS-28b,46.67,0.93,10.22,7.98,0.13,8.38,15.11,1.71,0.84,0.17,,Glass,2.55,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
FS6_FS06-OL24,47.82,0.99,11.1,8.29,,5.98,15.84,1.74,0.85,0.3,,Glass,2.59,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-21X-2-50-52_51,54.1,1.18,14.4,12.92,0.19,4.2,8.28,2.4,0.36,0.08,,Glass,2.76,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
Astroni 1_CF69_cpx_145_mi_1,55.07,0.45,17.48,3.6,0.09,0.6,2.47,3.93,8.06,0.17,,Glass,11.99,U3,"['Tephriphonolite', 'Foid Monzosyenite']"
2006_ 2006-4,49.42,1.6,15.66,10.2,0.12,3.67,7.75,4.66,2.26,0.83,,Glass,6.92,S1,"['Trachy-\nbasalt', 'Monzo-\ngabbro']"
U1438_U1438E-34R4W-I13 ,56.98,0.97,17.06,8.06,0.16,3.12,6.5,3.22,0.93,0.17,,Glass,4.15,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
BC02-1_03-016-58.2,47.46,1.36,16.07,11.78,0.15,8.1,9.34,3.2,0.57,0.3,,Glass,3.77,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MHL-01_11_6,46.3632,0.0388,33.9518,0.7732,-0.0423,0.1793,17.7699,1.4186,0.0306,0.036,,Glass,1.4492,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
WD15DJR23_WD23MI04,45.7,1.37,17.28,10.79,0.22,6.45,12.56,2.48,0.31,0.18,,Glass,2.79,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
shiv01/#1_m4s110-1e,69.98,0.35,13.45,1.61,,0.36,1.27,4.88,3.15,,,Glass,8.03,R,"['Rhyolite', 'Granite']"
MHL-18_40_2,50.2654,2.3429,15.6282,9.872,0.2219,4.7962,13.0989,2.8213,0.3505,0.2709,0.0457,Glass,3.1717999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
A0_MI-13b,60.9,0.47,18.01,2.89,0.17,0.15,1.28,5.71,6.55,0.03,,Glass,12.26,T1,"['Trachyte', 'Syenite']"
ZB06-2_ZB-1-9-1.3,49.4,1.54,15.24,11.72,0.16,7.6,9.23,2.9,0.53,0.19,,Glass,3.4299999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
NZ 3_,66.48,1.2,15.01,3.2,0.05,0.89,2.92,3.08,3.7,0.34,,Glass,6.78,O3,"['Dacite', 'Granodiorite']"
RC07-3_RC-3-1-1-1,47.11,2.0,18.07,6.57,0.08,8.65,12.39,3.53,0.82,0.44,,Glass,4.35,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
25_,62.5,0.94,14.8,4.4,,3.7,6.2,3.8,1.36,,,Glass,5.16,O2,"['Andesite', 'Diorite']"
RC07-3_RC-3-4-2-1,42.36,2.01,17.81,10.22,0.13,7.48,9.46,5.07,1.38,1.12,,Glass,6.45,U1,"['Tephrite', 'Foid Gabbro']"
QV04-3b_04-053-10.1,49.02,1.75,15.38,6.97,0.12,4.84,10.69,2.52,2.2,1.46,,Glass,4.720000000000001,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
NMB03-1_04-024-5.2,43.38,2.69,14.68,11.16,0.12,9.77,12.26,2.72,0.03,2.3,,Glass,2.75,Pc,"['Picrite', 'Peridot-\ngabbro']"
EB06-7B_EB-7B-9-1,57.72,1.45,14.47,6.63,0.09,7.29,8.34,3.3,0.65,0.27,,Glass,3.9499999999999997,O2,"['Andesite', 'Diorite']"
1867_80,49.86,0.8,18.3,10.73,0.22,5.15,12.25,2.25,0.3,0.15,,Glass,2.55,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
RC07-4_RC-4-3-4-1,50.2,1.79,18.49,7.31,0.1,6.42,11.26,3.77,0.72,0.44,,Glass,4.49,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MHL-02_34_1b,49.8826,2.0285,17.1685,7.4113,0.1919,5.6138,14.166,2.4897,0.3331,0.2279,0.0173,Glass,2.8228,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
U1438_E20R6-1-I3 ,56.4,0.76,13.88,6.52,0.13,3.85,7.36,1.99,0.43,0.16,,Glass,2.42,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
PB64_PB64H,48.17,0.63,15.84,13.74,0.2,6.32,9.69,2.28,0.58,0.03,,Glass,2.86,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
BN1997-98_K5 _1,46.76,1.61,16.58,11.5,0.35,3.37,7.95,5.49,2.56,1.0,,Glass,8.05,U1,"['Tephrite', 'Foid Gabbro']"
GOR-60_14,53.51,1.7,19.97,7.4,0.19,2.09,7.75,5.72,1.82,0.73,,Glass,7.54,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
FS_ FS-13b,47.78,1.16,10.88,8.38,0.21,5.77,15.89,1.81,0.83,,,Glass,2.64,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SIC02-1_03-075-5.1,49.04,1.28,19.08,6.33,0.13,8.06,10.75,3.24,0.49,0.25,,Glass,3.7300000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
P2-32d_P2-32d-6a,47.51,1.1,16.9,10.08,0.18,6.7,12.56,2.16,0.12,0.15,,Glass,2.2800000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
GB072_1-D,47.63,1.44,18.61,8.26,0.14,6.09,10.32,3.34,0.51,0.48,,Glass,3.8499999999999996,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
BN1997-98_c7 go 10,47.34,1.75,16.84,9.92,0.12,3.66,8.22,4.81,3.18,1.0,,Glass,7.99,U1,"['Tephrite', 'Foid Gabbro']"
782A-2H-4-113-114_3,60.1,0.76,16.6,6.04,0.28,1.01,6.55,3.01,0.71,0.15,,Glass,3.7199999999999998,O2,"['Andesite', 'Diorite']"
SC02B_SC02B18a,53.3,1.36,14.62,11.41,0.27,4.26,7.46,3.31,1.12,0.36,,Glass,4.43,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
K1-30_30-10,46.47,0.92,13.62,8.15,0.14,9.32,12.49,2.63,0.57,0.14,0.05,Glass,3.1999999999999997,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MHL-05_+1_1,49.554,3.4717,11.7309,17.9879,0.3235,5.2244,7.6954,2.9857,0.4618,0.368,0.0296,Glass,3.4475,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
2001 LOWER VENT_CPX3 MIA,51.58,1.4,17.28,7.59,0.05,2.91,5.27,5.31,4.29,1.1,,Glass,9.6,U2,"['Phonotephrite', 'Foid Monzodiorite']"
U1438_D26R6B-MIN3-MI1 ,61.84,0.84,15.36,5.12,0.17,2.02,4.9,3.49,1.78,0.34,,Glass,5.2700000000000005,O2,"['Andesite', 'Diorite']"
LPE_MI-2,56.2,0.98,14.5,10.3,0.36,3.64,7.09,3.44,1.5,,,Glass,4.9399999999999995,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
Astroni 1_CF69_cpx_62_mi_1,55.85,0.42,17.25,3.35,0.12,0.59,2.2,4.87,8.47,0.1,,Glass,13.34,Ph,"['Phonolite', 'Foid Syenite']"
CC_18,51.18,0.87,17.39,5.21,0.1,5.94,10.77,3.24,0.83,0.16,,Glass,4.07,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
USNM 115418-60_60-9A,76.87,0.29,11.74,1.48,0.02,0.24,0.76,5.58,2.92,,,Glass,8.5,R,"['Rhyolite', 'Granite']"
brn17-EMI-1-2011_brn17-EMI-1-2011,51.06,1.33,16.65,10.63,0.17,5.58,9.03,3.51,0.67,0.25,,Glass,4.18,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
Minopoli 1_cf13_cpx147_m_1,50.02,0.65,17.74,6.51,0.17,3.21,6.56,2.59,6.18,0.63,,Glass,8.77,U2,"['Phonotephrite', 'Foid Monzodiorite']"
S09-39_1-1,68.18,0.48,14.27,2.98,0.06,0.4,1.59,4.82,2.87,,,Glass,7.69,O3,"['Dacite', 'Granodiorite']"
H343-R18 Izx_343-R18mi6 ,54.64,1.19,16.62,8.16,0.17,2.07,10.01,2.34,1.71,0.41,,Glass,4.05,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
2-EI-36-MI1,49.49,0.7,12.7,8.66,0.15,11.91,13.45,1.64,0.06,0.04,0.06,Glass,1.7,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
LP55_MI2,51.71,1.15,14.55,12.0,0.17,5.02,8.5,2.64,1.04,0.33,,Glass,3.68,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
663-R02 Izx_663-R02mi68 ,52.37,0.93,15.32,10.98,0.26,4.47,8.06,2.71,0.69,0.14,,Glass,3.4,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
Sari15-04_22,47.48,0.72,15.69,9.06,0.17,6.44,13.29,1.59,0.36,0.09,,Glass,1.9500000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
AS03-PAGAN-5_PAGAN5-2_94 ,46.66,0.59,17.9,9.45,0.21,6.5,13.07,2.0,0.37,0.11,,Glass,2.37,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
782A-39X-1-21-23_108,71.94,0.5,11.8,2.83,0.08,0.48,2.45,3.56,1.15,0.12,,Glass,4.71,O3,"['Dacite', 'Granodiorite']"
_CHu1-2,57.37,0.2,14.43,7.78,0.11,7.13,7.28,2.52,0.47,,1.0,Glass,2.99,O2,"['Andesite', 'Diorite']"
673-R22 Izx_673-R22mi43b ,52.03,1.33,18.27,6.85,0.15,2.23,11.1,4.05,0.83,0.3,,Glass,4.88,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
08WR-20_08WR-20-14E,42.37,6.36,11.05,23.62,0.38,6.16,4.41,1.58,3.4,0.66,,Glass,4.98,U1,"['Tephrite', 'Foid Gabbro']"
8LM-331A_A18b_8LM-331A_A18b,52.47,1.24,15.95,10.54,0.2,4.92,9.84,3.21,0.72,0.02,,Glass,3.9299999999999997,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
KR99/96_KR99/96-3,52.09,1.0,17.66,8.13,0.2,3.14,10.27,2.98,0.58,0.21,,Glass,3.56,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
GU-11d_GU-11d-s7,47.7,1.07,18.6,7.38,0.07,4.76,9.56,3.4,0.92,0.26,,Glass,4.32,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
br4-3-3-2012_br4-3-3-2012,53.7,1.14,16.54,9.01,0.17,4.73,8.07,4.01,0.62,0.16,,Glass,4.63,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
782A-42X-CC-27-29_118,70.0,0.88,10.7,4.21,0.02,0.66,1.99,3.29,3.24,0.16,,Glass,6.53,O3,"['Dacite', 'Granodiorite']"
VF-74-137B_137B-17,51.44,1.16,18.28,7.31,0.14,1.5,8.52,3.99,0.87,0.29,,Glass,4.86,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
AGR19-02_15,46.27,0.63,18.17,9.45,0.21,4.47,13.5,1.72,0.38,0.12,,Glass,2.1,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
KC518PFB_KCPL-12B,69.36,0.3,14.49,1.67,0.1,0.57,2.24,6.0,1.98,0.0,,Glass,7.98,R,"['Rhyolite', 'Granite']"
MHL-01_1_1a,50.2362,2.1679,14.5103,11.406,0.1859,4.0541,12.2231,3.1131,0.3797,0.37,,Glass,3.4928000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
08WR-20_08WR-20-13B,49.99,3.23,15.5,12.88,0.24,3.28,6.19,2.69,5.13,0.79,,Glass,7.82,U2,"['Phonotephrite', 'Foid Monzodiorite']"
AK15Terry3_Terry3MI05,53.34,2.21,15.16,9.36,0.19,5.4,9.0,2.88,1.31,0.35,,Glass,4.1899999999999995,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
SC02B_SC02B13aII,49.97,0.57,15.24,11.87,0.32,3.42,8.76,3.62,0.5,0.24,0.01,Glass,4.12,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
AS03-GUGU-03_GUG-3_20 ,46.92,0.86,18.01,10.41,0.23,5.13,11.89,2.31,0.41,0.09,,Glass,2.72,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MARA-34-1_MARA34-1_16,51.58,0.91,17.94,6.6,0.12,3.97,12.88,2.61,0.35,0.08,,Glass,2.96,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
04-ALA-03_ALA-03_18,50.82,0.81,17.26,8.72,0.15,4.83,11.47,2.15,0.67,0.14,,Glass,2.82,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
SC11D_SC11Dr1g,40.57,0.81,19.71,11.19,0.28,4.16,11.19,2.45,0.39,0.22,,Glass,2.8400000000000003,none,['N/A']
U1438_D27R3A-MIN1-MI1 ,54.39,1.17,14.34,8.46,0.22,2.4,6.23,1.73,0.6,0.17,,Glass,2.33,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
LC-19-1-3_oliv16_mia,48.67,1.13,16.34,11.72,0.19,5.06,12.33,2.38,0.16,0.15,,Glass,2.54,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MHL-01_13_2,50.3775,2.9169,14.8586,10.9103,0.3167,5.2173,11.5835,2.9853,0.3969,0.3012,0.0246,Glass,3.3822,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
BN1997-98_pt42 incl,46.95,1.18,16.43,11.66,0.23,3.79,10.18,3.91,2.55,0.82,,Glass,6.46,U1,"['Tephrite', 'Foid Gabbro']"
MHL-18_18_3,49.2722,2.0444,16.9208,7.2462,0.2216,5.2303,14.1699,2.5001,0.2471,0.1462,0.0451,Glass,2.7472000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
CN-2_MI99J,46.93,0.78,18.25,8.98,0.15,6.46,11.42,2.01,0.31,0.12,,Glass,2.32,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
FLR03-1_04-016-6.1,48.83,1.57,17.71,8.64,0.12,8.37,9.99,3.26,0.55,0.43,,Glass,3.8099999999999996,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
MHL-01_21_2,49.597,3.107,14.1362,11.0367,0.19,5.1935,11.5184,3.1633,0.4409,0.3268,0.0183,Glass,3.6042,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
WOK-12D_WOKD-12_45,51.79,1.46,16.57,7.53,0.14,6.36,10.41,3.38,0.34,0.21,,Glass,3.7199999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
05AUNY10_oliv4mi2,49.74,0.97,17.02,7.34,0.22,3.21,10.35,1.54,0.38,0.14,,Glass,1.92,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
_AMs1-16,56.51,0.07,7.68,8.89,0.18,16.34,6.27,0.96,0.3,,1.11,Glass,1.26,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
AK15Terry3_Terry3MI01,51.84,1.53,16.02,10.55,0.22,5.05,9.36,3.43,0.97,0.19,,Glass,4.4,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
2006_PLAG BOX 68 #1,61.94,1.24,16.51,5.97,0.11,2.06,4.39,4.22,,0.36,,Glass,,none,['N/A']
AS03-PAGAN-5_PAGAN5-2_43 ,52.15,1.38,14.15,11.32,0.16,5.07,8.98,2.88,1.29,0.24,,Glass,4.17,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
NK-13-2_2-9-8B,46.36,1.71,14.59,11.01,0.19,4.44,7.32,4.34,2.46,0.86,0.01,Glass,6.8,U1,"['Tephrite', 'Foid Gabbro']"
1995-CN-C_CN_C_Ol9,51.72,0.96,16.02,10.08,0.16,5.5,8.92,2.62,0.72,0.18,,Glass,3.34,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
MER055A_MI71,73.1,0.23,9.2,4.91,0.25,,0.23,4.09,4.3,0.02,,Glass,8.39,R,"['Rhyolite', 'Granite']"
RC07-5_RC-5-3-1-1,46.56,1.65,17.35,9.85,0.18,9.1,10.62,2.69,0.71,0.45,,Glass,3.4,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
782A-29X-6-138-140_86,67.01,0.5,12.5,3.25,0.09,0.66,2.87,3.39,0.83,0.08,,Glass,4.22,O3,"['Dacite', 'Granodiorite']"
U1438_U1438E-27R5W-I2 ,54.62,0.59,14.39,10.04,0.17,5.82,10.06,2.33,0.32,0.13,,Glass,2.65,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
bk1-2-1-2012_bk1-2-1-2012,50.14,0.91,17.28,10.69,0.17,4.96,10.18,2.82,0.39,0.15,,Glass,3.21,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
8LM-338_8LM-338_D12,55.2,1.71,13.49,11.84,0.24,4.24,7.87,3.77,1.14,0.0,,Glass,4.91,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
_GTg3-19,48.4,0.35,11.76,9.14,0.21,12.42,9.26,0.86,0.49,,1.44,Glass,1.35,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
AO15_4,49.46,0.93,12.65,8.57,0.17,6.66,14.54,2.46,1.27,0.3,,Glass,3.73,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
2002 SOUTH FISSURE_CPX3A MIA,50.02,1.61,15.61,9.26,0.26,3.99,7.34,3.98,2.89,1.18,,Glass,6.87,S2,"['Basaltic \nTrachy-\nandesite', 'Monzo-\ndiorite']"
CV15DJR09E_CV09EMI06,49.86,1.12,16.85,11.11,0.2,6.12,8.3,2.86,0.53,0.11,,Glass,3.3899999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
CU-01_CU-01-05,57.44,1.47,17.65,6.14,0.09,2.67,6.35,3.88,2.45,0.47,,Glass,6.33,S3,"['Trachy-\nandesite', 'Monzonite']"
LTB02-2_04-023-24.1,49.34,1.3,18.05,7.43,0.09,7.97,9.92,3.59,0.55,0.29,,Glass,4.14,Ba,"['Alkalic \nBasalt', 'Alkalic \nGabbro']"
