Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Mineral,Na2O + K2O,TAS,Rocknames
88-02,49.5,1.57,14.0,11.5,0.2,7.4,12.26,2.18,0.28,0.16,,Glass,2.46,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.91,1.73,13.47,11.86,0.21,6.72,11.51,2.38,0.31,0.18,,Glass,2.69,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.41,1.89,13.38,13.21,0.22,6.35,10.96,2.52,0.4,0.18,,Glass,2.92,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,49.74,1.52,14.19,11.46,0.19,7.3,12.19,2.25,0.27,0.13,,Glass,2.52,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.94,1.87,13.26,12.85,0.23,6.07,10.81,2.45,0.39,0.19,,Glass,2.8400000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,51.13,1.84,13.7,11.89,0.2,6.11,10.74,2.4,0.5,0.19,,Glass,2.9,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,51.44,1.65,13.72,11.74,0.21,6.86,11.03,2.49,0.32,0.18,,Glass,2.81,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,49.96,1.56,13.65,11.37,0.2,7.44,12.19,2.16,0.28,0.16,,Glass,2.4400000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.39,1.89,13.09,13.62,0.24,5.94,10.59,2.41,0.35,0.18,,Glass,2.7600000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.67,1.55,13.6,11.54,0.21,7.35,12.04,2.22,0.25,0.15,,Glass,2.47,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.07,1.91,13.09,13.28,0.23,6.13,10.97,2.65,0.45,0.19,,Glass,3.1,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.53,1.76,13.43,12.07,0.21,6.87,11.36,2.44,0.31,0.17,,Glass,2.75,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.21,1.51,13.97,11.42,0.19,7.39,11.94,2.18,0.27,0.16,,Glass,2.45,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-02,50.47,1.72,14.08,12.22,0.23,6.93,11.64,2.34,0.27,0.16,,Glass,2.61,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,49.74,1.55,14.09,11.05,0.21,7.3,12.26,2.31,0.25,0.15,,Glass,2.56,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.86,2.1,13.41,14.25,0.24,5.65,10.12,2.75,0.45,0.22,,Glass,3.2,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.35,1.78,13.89,12.28,0.22,6.7,11.41,2.36,0.32,0.19,,Glass,2.6799999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.12,1.79,13.89,12.33,0.2,6.73,11.2,2.46,0.33,0.17,,Glass,2.79,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.57,1.88,13.4,13.11,0.22,6.19,11.04,2.56,0.35,0.17,,Glass,2.91,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,49.89,1.69,14.32,12.24,0.2,6.88,11.5,2.35,0.29,0.19,,Glass,2.64,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,49.82,1.73,13.47,11.96,0.21,6.86,11.54,2.36,0.32,0.18,,Glass,2.6799999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,49.82,1.71,13.54,11.71,0.2,6.84,11.53,2.28,0.3,0.17,,Glass,2.5799999999999996,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.91,1.74,13.57,12.19,0.21,6.76,11.43,2.38,0.32,0.17,,Glass,2.6999999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.76,1.88,13.24,13.18,0.23,5.95,10.67,2.57,0.35,0.21,,Glass,2.92,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.84,1.81,13.68,12.5,0.22,6.63,11.26,2.45,0.32,0.17,,Glass,2.77,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.67,1.9,12.7,13.29,0.21,5.88,10.65,2.42,0.37,0.21,,Glass,2.79,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,52.57,2.1,12.88,13.93,0.24,4.78,8.88,2.75,0.65,0.24,,Glass,3.4,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
88-03,50.25,1.68,13.99,12.44,0.21,6.95,11.36,2.57,0.33,0.18,,Glass,2.9,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.51,1.78,13.97,11.96,0.2,6.88,11.4,2.46,0.37,0.18,,Glass,2.83,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,49.72,1.5,13.91,11.55,0.19,7.3,12.08,2.35,0.28,0.15,,Glass,2.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.35,2.03,13.04,14.18,0.23,5.99,10.98,2.31,0.37,0.23,,Glass,2.68,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,49.34,1.59,13.86,11.32,0.18,7.39,12.22,2.34,0.29,0.14,,Glass,2.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.68,1.65,13.83,12.0,0.18,6.8,11.71,2.44,0.28,0.17,,Glass,2.7199999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.42,1.73,13.67,12.17,0.21,6.79,11.58,2.28,0.35,0.17,,Glass,2.63,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.19,1.56,14.19,11.39,0.2,7.27,12.15,2.36,0.25,0.15,,Glass,2.61,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-03,50.59,1.61,13.96,11.58,0.17,7.06,11.77,2.19,0.28,0.15,,Glass,2.4699999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,50.28,1.93,13.22,13.75,0.21,5.81,10.64,2.6,0.38,0.19,,Glass,2.98,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,49.87,1.94,13.24,13.26,0.22,6.06,10.55,2.55,0.45,0.23,,Glass,3.0,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,49.96,1.5,14.36,11.19,0.21,7.39,12.2,2.19,0.3,0.16,,Glass,2.4899999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,49.58,1.72,13.78,12.25,0.21,6.93,11.42,2.24,0.31,0.18,,Glass,2.5500000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,49.63,1.97,13.34,13.66,0.22,6.16,10.65,2.58,0.39,0.19,,Glass,2.97,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,49.42,1.58,13.59,11.36,0.2,7.43,11.91,2.27,0.24,0.16,,Glass,2.51,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,48.89,1.57,14.11,11.29,0.2,7.42,12.12,2.16,0.25,0.16,,Glass,2.41,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,50.34,1.96,13.62,13.51,0.22,6.27,10.59,2.59,0.35,0.21,,Glass,2.94,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,50.05,1.7,14.15,12.18,0.22,6.72,11.0,2.25,0.33,0.17,,Glass,2.58,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,49.65,1.73,13.79,12.02,0.19,6.81,11.47,2.39,0.34,0.19,,Glass,2.73,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
88-04,72.87,0.82,11.78,3.36,0.1,0.57,2.14,3.78,2.44,0.16,,Glass,6.22,R,"['Rhyolite', 'Granite']"
88-04,72.04,0.91,12.64,4.19,0.11,0.76,2.92,3.79,2.54,0.21,,Glass,6.33,R,"['Rhyolite', 'Granite']"
88-04,73.65,0.78,12.49,3.3,0.11,0.65,2.23,3.83,2.72,0.16,,Glass,6.550000000000001,R,"['Rhyolite', 'Granite']"
88-04,72.32,0.81,12.19,3.55,0.12,0.77,2.53,3.68,2.57,0.16,,Glass,6.25,R,"['Rhyolite', 'Granite']"
88-04,72.4,0.86,12.04,3.39,0.1,0.66,2.62,3.79,2.64,0.17,,Glass,6.43,R,"['Rhyolite', 'Granite']"
88-04,72.73,0.74,12.37,3.5,0.1,0.67,2.5,3.65,2.48,0.17,,Glass,6.13,R,"['Rhyolite', 'Granite']"
N2,53.64,3.33,12.26,17.06,0.28,3.67,8.1,0.43,0.77,0.43,,Glass,1.2,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.61,2.96,12.33,16.53,0.28,3.86,8.15,0.5,0.66,0.41,,Glass,1.1600000000000001,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.87,3.07,13.0,16.26,0.28,3.92,8.24,0.54,0.73,0.4,,Glass,1.27,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.48,3.04,12.78,16.23,0.28,3.89,8.27,0.56,0.74,0.38,,Glass,1.3,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,54.04,3.15,12.78,16.14,0.28,3.97,8.46,0.6,0.72,0.39,,Glass,1.3199999999999998,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.46,3.05,12.72,16.09,0.28,3.85,8.12,0.63,0.71,0.39,,Glass,1.3399999999999999,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.52,3.16,12.56,16.29,0.27,3.82,8.29,0.63,0.75,0.4,,Glass,1.38,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.69,3.27,11.82,16.77,0.28,3.49,8.09,0.7,0.73,0.46,,Glass,1.43,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.53,2.96,11.6,15.72,0.31,5.01,8.47,0.74,0.61,0.37,,Glass,1.35,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.39,3.09,12.69,15.86,0.28,3.86,8.37,0.75,0.71,0.37,,Glass,1.46,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.51,3.23,11.57,17.25,0.31,4.37,8.04,0.77,0.71,0.42,,Glass,1.48,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.68,2.97,12.59,15.83,0.28,3.86,8.28,0.79,0.7,0.37,,Glass,1.49,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.64,3.27,12.17,17.05,0.3,3.37,8.08,0.81,0.74,0.47,,Glass,1.55,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.61,2.99,12.91,15.79,0.29,3.84,8.28,0.87,0.69,0.41,,Glass,1.56,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.1,3.09,12.72,16.0,0.29,3.86,8.14,0.9,0.71,0.39,,Glass,1.6099999999999999,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.72,3.08,12.45,15.89,0.28,3.75,8.26,0.92,0.6,0.4,,Glass,1.52,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.64,3.0,12.84,15.53,0.27,3.83,8.26,0.95,0.71,0.42,,Glass,1.66,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.84,3.0,12.78,15.85,0.29,3.85,8.3,0.96,0.69,0.39,,Glass,1.65,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.66,3.18,12.47,16.39,0.27,3.39,8.24,0.98,0.76,0.47,,Glass,1.74,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.85,3.02,12.77,15.69,0.27,3.89,8.39,1.0,0.66,0.4,,Glass,1.6600000000000001,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.95,3.02,12.64,15.92,0.28,3.82,8.26,1.0,0.67,0.41,,Glass,1.67,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.86,2.98,13.02,15.76,0.29,3.85,8.24,1.01,0.69,0.39,,Glass,1.7,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.76,2.97,12.71,15.9,0.27,3.94,8.4,1.02,0.59,0.41,,Glass,1.6099999999999999,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.02,3.03,12.96,15.7,0.29,3.75,8.42,1.13,0.62,0.4,,Glass,1.75,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.7,3.0,12.98,15.95,0.28,3.79,8.32,1.22,0.63,0.41,,Glass,1.85,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.06,2.86,13.63,14.89,0.25,3.64,8.36,1.53,0.57,0.41,,Glass,2.1,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.55,2.46,16.34,12.41,0.23,2.44,8.7,2.18,0.67,0.35,,Glass,2.85,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.69,2.2,17.19,11.61,0.19,2.79,9.16,2.58,0.53,0.29,,Glass,3.1100000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,53.68,3.02,12.62,15.63,0.27,4.35,6.0,2.73,0.64,0.4,,Glass,3.37,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,51.88,3.24,11.89,16.33,0.27,3.69,8.13,2.79,0.7,0.42,,Glass,3.49,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N2,52.38,3.09,12.29,15.86,0.29,3.67,8.07,2.92,0.71,0.43,,Glass,3.63,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,51.63,3.14,12.14,15.96,0.28,3.56,8.0,2.95,0.73,0.41,,Glass,3.68,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N2,51.83,3.1,12.35,15.78,0.29,3.59,8.11,2.96,0.7,0.42,,Glass,3.66,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N2,51.94,3.08,12.35,16.17,0.27,3.75,7.88,2.99,0.73,0.35,,Glass,3.72,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N2,51.88,2.96,12.57,15.37,0.26,3.67,8.06,2.99,0.71,0.39,,Glass,3.7,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N2,52.38,3.02,11.98,15.8,0.26,3.83,8.12,3.0,0.72,0.38,,Glass,3.7199999999999998,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.77,2.84,12.96,15.17,0.26,3.72,8.14,3.02,0.74,0.37,,Glass,3.76,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,51.95,2.99,12.4,15.35,0.27,3.66,8.18,3.03,0.69,0.39,,Glass,3.7199999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N2,52.32,2.98,12.67,15.4,0.27,3.61,8.04,3.03,0.72,0.41,,Glass,3.75,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N2,52.1,2.86,12.23,15.58,0.28,3.74,8.1,3.1,0.71,0.38,,Glass,3.81,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N18,52.46,3.04,12.56,15.8,0.28,4.23,8.79,0.89,0.66,0.33,,Glass,1.55,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N18,52.08,3.04,12.64,15.83,0.28,4.21,8.68,1.32,0.57,0.32,,Glass,1.8900000000000001,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N18,51.71,3.02,12.75,15.63,0.28,4.2,8.66,1.51,0.6,0.35,,Glass,2.11,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N18,52.04,3.02,12.92,15.96,0.27,3.84,8.33,1.6,0.64,0.33,,Glass,2.24,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N18,50.93,2.97,12.62,15.91,0.26,4.3,8.8,1.6,0.58,0.33,,Glass,2.18,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N18,51.86,3.04,13.42,15.92,0.28,4.35,8.72,1.62,0.57,0.35,,Glass,2.19,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N18,51.65,2.99,13.19,15.9,0.28,4.38,8.48,1.75,0.58,0.32,,Glass,2.33,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N18,51.65,2.98,12.27,15.76,0.27,4.4,8.69,1.85,0.57,0.37,,Glass,2.42,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N18,51.96,3.01,12.98,15.85,0.26,4.2,8.68,1.9,0.62,0.33,,Glass,2.52,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
N18,52.33,3.02,12.48,15.72,0.27,4.28,8.93,1.97,0.65,0.34,,Glass,2.62,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
N18,52.99,3.14,13.03,15.04,0.21,3.79,5.46,3.54,1.04,0.33,,Glass,4.58,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
S36,50.2,2.05,13.6,13.36,0.21,6.37,11.13,2.06,0.23,0.19,,Glass,2.29,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,50.09,2.0,13.52,12.98,0.22,6.35,11.29,2.37,0.28,0.21,,Glass,2.6500000000000004,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.93,2.04,13.52,13.46,0.22,6.49,11.23,2.41,0.22,0.17,,Glass,2.6300000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,48.91,2.07,13.32,13.7,0.21,6.58,11.17,2.21,0.26,0.15,,Glass,2.4699999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,50.87,2.05,13.34,13.23,0.23,6.31,11.31,2.47,0.23,0.16,,Glass,2.7,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.88,2.08,13.44,13.21,0.2,6.52,11.09,2.45,0.27,0.15,,Glass,2.72,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.85,2.05,13.74,13.61,0.24,6.54,11.31,2.37,0.24,0.14,,Glass,2.6100000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.84,2.02,13.87,13.27,0.24,6.27,11.38,2.56,0.25,0.15,,Glass,2.81,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.86,2.09,13.18,13.25,0.23,6.5,11.18,2.48,0.22,0.16,,Glass,2.7,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.25,1.99,13.38,13.27,0.25,6.41,11.27,2.33,0.24,0.14,,Glass,2.5700000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.63,2.02,13.57,13.41,0.22,6.42,11.22,2.39,0.28,0.18,,Glass,2.67,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,50.41,1.97,13.51,13.33,0.2,6.42,11.32,1.99,0.26,0.15,,Glass,2.25,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.56,2.1,13.53,13.46,0.24,6.38,11.29,2.52,0.26,0.16,,Glass,2.7800000000000002,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
S36,49.25,2.02,13.08,13.52,0.23,6.37,11.14,2.32,0.19,0.17,,Glass,2.51,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,50.66,3.04,12.29,16.01,0.25,4.07,8.37,2.95,0.66,0.39,,Glass,3.6100000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,50.71,3.09,11.76,16.73,0.27,4.01,8.45,2.67,0.63,0.37,,Glass,3.3,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,52.53,3.13,12.22,15.21,0.24,3.82,8.27,3.19,0.67,0.38,,Glass,3.86,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
160708-07,51.32,3.12,11.9,16.65,0.24,3.97,8.67,2.88,0.65,0.38,,Glass,3.53,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,50.32,3.07,11.96,16.38,0.25,4.03,8.43,2.92,0.6,0.35,,Glass,3.52,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,50.68,3.05,11.83,16.88,0.27,4.16,8.57,2.95,0.62,0.39,,Glass,3.5700000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,50.9,3.12,11.87,16.69,0.26,4.1,8.49,2.87,0.62,0.36,,Glass,3.49,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,51.06,2.82,13.59,14.66,0.15,3.73,8.95,3.14,0.56,0.25,,Glass,3.7,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,50.5,3.11,12.01,16.47,0.27,4.06,8.57,2.84,0.62,0.36,,Glass,3.46,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
160708-07,49.57,2.99,11.9,16.87,0.28,4.02,8.72,2.85,0.58,0.37,,Glass,3.43,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,51.53,2.55,13.33,13.77,0.22,5.22,9.27,2.64,0.54,0.34,,Glass,3.18,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,52.06,2.5,13.25,13.13,0.23,5.36,9.43,2.72,0.56,0.31,,Glass,3.2800000000000002,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
120708-01A,49.83,2.38,13.02,13.44,0.22,5.4,10.43,2.7,0.42,0.27,,Glass,3.12,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,48.92,2.31,13.38,14.14,0.24,5.43,10.32,2.8,0.48,0.26,,Glass,3.28,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,50.04,2.47,13.19,13.96,0.23,5.49,9.83,2.72,0.46,0.3,,Glass,3.18,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,49.79,2.45,13.24,14.12,0.23,5.51,10.04,2.81,0.46,0.29,,Glass,3.27,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,50.32,2.32,13.38,13.42,0.22,5.63,9.98,2.65,0.43,0.3,,Glass,3.08,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,51.05,2.21,12.93,14.09,0.23,5.69,10.21,2.64,0.35,0.21,,Glass,2.99,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,49.43,2.24,13.61,12.5,0.23,6.46,10.99,2.47,0.41,0.26,,Glass,2.8800000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,49.46,2.13,13.82,12.5,0.2,6.57,11.09,2.43,0.37,0.25,,Glass,2.8000000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,49.5,1.9,14.25,12.35,0.22,6.64,11.4,2.41,0.36,0.23,,Glass,2.77,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,50.13,1.91,14.07,12.39,0.22,6.83,11.28,2.46,0.33,0.22,,Glass,2.79,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01A,49.68,1.98,14.15,11.54,0.21,7.17,11.75,2.28,0.33,0.22,,Glass,2.61,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,52.11,2.28,13.19,14.68,0.24,4.44,8.99,3.02,0.85,0.24,,Glass,3.87,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
120708-01B,52.62,2.29,12.81,14.88,0.22,4.48,8.82,2.83,0.78,0.25,,Glass,3.6100000000000003,O1,"['Basaltic Andesite', 'Gabbroic Diorite']"
120708-01B,51.83,2.22,12.82,14.78,0.23,4.51,8.79,2.78,0.68,0.26,,Glass,3.46,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,51.79,2.15,12.83,14.21,0.24,4.52,8.5,2.85,0.75,0.24,,Glass,3.6,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,51.69,2.23,13.06,15.0,0.22,4.56,8.48,2.89,0.68,0.25,,Glass,3.5700000000000003,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,51.73,2.23,12.65,14.42,0.21,4.69,8.99,2.84,0.55,0.24,,Glass,3.3899999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,51.8,2.18,12.93,14.24,0.24,4.77,9.01,2.66,0.61,0.24,,Glass,3.27,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,51.49,2.14,13.01,14.39,0.21,4.88,8.92,2.85,0.61,0.23,,Glass,3.46,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,49.72,2.48,13.06,14.11,0.25,5.03,9.78,2.86,0.45,0.27,,Glass,3.31,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,49.51,2.39,13.23,14.02,0.22,5.24,10.04,2.76,0.48,0.25,,Glass,3.2399999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,50.87,2.09,12.9,13.99,0.25,5.28,9.6,2.76,0.46,0.23,,Glass,3.2199999999999998,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,50.54,2.12,13.1,14.35,0.26,5.53,9.86,2.59,0.39,0.22,,Glass,2.98,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,50.58,1.92,13.55,13.18,0.23,5.98,10.59,2.55,0.4,0.21,,Glass,2.9499999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,50.37,1.9,13.24,13.51,0.23,5.98,10.44,2.58,0.37,0.21,,Glass,2.95,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,50.74,1.94,13.21,13.64,0.23,5.99,10.67,2.57,0.38,0.2,,Glass,2.9499999999999997,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01B,49.56,1.66,13.89,12.16,0.22,6.71,11.4,2.38,0.29,0.18,,Glass,2.67,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01C,50.36,2.31,13.04,14.21,0.25,5.22,10.31,2.82,0.41,0.28,,Glass,3.23,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
120708-01C,50.69,2.37,13.15,13.81,0.26,5.36,9.85,2.77,0.45,0.3,,Glass,3.22,Bs,"['Subalkalic \nBasalt', 'Subalkalic \nGabbro']"
