,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,ZrO2,Mineral,Source
2393,BORG_NOD1_N3_SP1_P1_r2c,0.0899,0.1978,32.8113,14.307787765812666,0.1438,16.8863,,,,,34.1152,,Spinel,Mutchetal2019
2394,BORG_NOD1_N3_SP1_P1_r2c,0.1044,0.186,32.8331,14.365780812683289,0.1481,16.6974,,,,,34.1492,,Spinel,Mutchetal2019
2395,BORG_NOD1_N3_SP1_P1_r2c,0.096,0.1979,32.6512,14.329086516632644,0.1487,16.8391,,,,,34.3556,,Spinel,Mutchetal2019
2396,BORG_NOD1_N3_SP1_P1_r2c,0.1095,0.1984,32.6772,14.303086300908058,0.1695,16.8085,,,,,34.0889,,Spinel,Mutchetal2019
2397,BORG_NOD1_N3_SP1_P1_r2c,0.0991,0.194,32.5782,14.313386731839802,0.1614,16.7273,,,,,34.0091,,Spinel,Mutchetal2019
2398,BORG_NOD1_N3_SP1_P1_r2c,0.0866,0.1988,32.6121,14.313386370556712,0.1657,16.7774,,,,,34.1856,,Spinel,Mutchetal2019
2399,BORG_NOD1_N3_SP1_P1_r2c,0.0931,0.2087,32.5678,14.270082627578546,0.1709,16.6888,,,,,34.2725,,Spinel,Mutchetal2019
2400,REG-19_titanite_1,29.3211,33.0262,1.3941,2.9047334098853717,0.0339,0.076,26.5311,0.1435,0.0327,,0.0,,Titanite,Beaetal2014
2401,REG-19_titanite_2,29.4279,32.8271,1.4883,2.735825652214905,0.0106,0.0771,26.3,0.1441,0.0234,,0.0,,Titanite,Beaetal2014
2402,REG-26_titanite_3,28.3689,34.0591,0.9669,2.4807139353307353,0.0,0.045,25.3917,0.0875,0.0219,,0.0,,Titanite,Beaetal2014
2403,REG-26_titanite_4,28.4892,34.1129,0.9527,2.4867142109140556,0.0425,0.0504,25.3284,0.1785,0.0219,,0.0,,Titanite,Beaetal2014
2404,REG-26_titanite_5,28.6437,34.3889,0.9107,2.2427030038590288,0.0436,0.0599,25.7252,0.173,0.0394,,0.0,,Titanite,Beaetal2014
2405,REG-26_titanite_6,28.7177,34.822,1.0823,2.0647948328135812,0.0223,0.0404,26.0247,0.1568,0.031,,0.0,,Titanite,Beaetal2014
2406,REG-26_titanite_7,28.804,34.1106,1.2081,2.209401474371601,0.0287,0.065,25.738,0.1478,0.0207,,0.0,,Titanite,Beaetal2014
2407,REG-45_titanite_8,29.817,39.4061,0.0485,0.3122143395187678,0.0071,0.0216,26.2734,0.6553,0.0699,,0.0,,Titanite,Beaetal2014
2408,REG-45_titanite_9,29.9972,39.2375,0.071,0.5087233648725087,0.0,0.0223,26.1792,0.7446,0.0402,,0.0,,Titanite,Beaetal2014
2409,REG20_titanite_11,28.6058,33.5624,1.3845,2.0416937718177977,0.0798,0.063,25.5635,0.1214,0.0896,,0.0138,,Titanite,Beaetal2014
2410,REG20_titanite_12,28.6258,32.7134,1.4584,2.3999102241420216,0.0189,0.0487,25.0516,0.0873,0.0352,,0.0,,Titanite,Beaetal2014
2411,REG20_titanite_13,28.9451,32.1419,1.795,3.1088427843113187,0.0366,0.1598,25.0145,0.1038,0.1537,,0.0,,Titanite,Beaetal2014
2412,REG25_titanite_16,29.3484,36.268,0.4149,2.0374935789094732,0.0399,0.0383,25.9873,0.1921,0.0341,,0.0,,Titanite,Beaetal2014
2413,REG25_titanite_17,29.3651,36.1566,0.3696,2.100596477127392,0.0074,0.0185,25.6481,0.2046,0.0159,,0.0,,Titanite,Beaetal2014
2414,REG51_titanite_18,28.6746,34.2978,0.6977,3.506461046299346,0.0727,0.0925,26.0445,0.0749,0.0601,,0.0,,Titanite,Beaetal2014
2415,REG51_titanite_19,28.6839,33.2543,0.8971,3.4560587313994553,0.0523,0.0989,25.8597,0.0808,0.0381,,0.0,,Titanite,Beaetal2014
2416,REG51_titanite_20,28.7543,34.2587,0.7141,3.55656334742007,0.043,0.099,26.2185,0.0766,0.0564,,0.0617,,Titanite,Beaetal2014
2417,REG51_titanite_21,28.7702,34.1829,0.7153,3.4626590345411072,0.0533,0.0898,26.1575,0.0782,0.0262,,0.001,,Titanite,Beaetal2014
2418,REG51_titanite_22,29.6278,36.9938,0.3884,2.560317591402786,0.1417,0.0507,27.4598,0.1477,0.0195,,0.0,,Titanite,Beaetal2014
2419,REG51_titanite_23,29.6333,36.2222,0.4805,3.2874509875081537,0.1681,0.0484,27.6467,0.0954,0.0317,,0.0,,Titanite,Beaetal2014
2420,REG51_titanite_24,29.693,35.6003,0.876,3.2011470237013966,0.04,0.0664,27.6165,0.0861,0.0185,,0.0,,Titanite,Beaetal2014
2421,REG51_titanite_25,29.7334,35.564,0.8546,3.1681455079931347,0.0574,0.0736,27.5935,0.0805,0.0301,,0.0,,Titanite,Beaetal2014
2422,REG51_titanite_26,29.7861,36.9865,0.4007,2.456712832997454,0.115,0.0417,27.3991,0.1492,0.0146,,0.007,,Titanite,Beaetal2014
2423,REG51_titanite_27,29.824,35.8794,0.9057,2.62072036560821,0.0873,0.0669,27.6819,0.0932,0.0309,,0.0199,,Titanite,Beaetal2014
2424,REG51_titanite_28,29.8701,35.4601,0.8608,3.237448690980484,0.08,0.0636,27.8595,0.0785,0.0214,,0.0,,Titanite,Beaetal2014
2425,REG51_titanite_29,29.8713,35.432,0.9113,3.0843416590127606,0.0625,0.0655,27.8711,0.0989,0.0216,,0.0,,Titanite,Beaetal2014
2426,REG54_titanite_30,29.4882,36.5742,0.6883,1.9244883887569408,0.0083,0.0291,26.98,0.0667,0.0207,,0.5683,,Titanite,Beaetal2014
2427,REG54_titanite_31,29.7626,36.5094,0.6985,2.175999940291118,0.0124,0.0264,27.3913,0.0514,0.0812,,0.584,,Titanite,Beaetal2014
2428,REG54_titanite_32,29.8666,36.7195,0.5316,2.189700569539699,0.036,0.0278,27.662,0.0695,0.0209,,0.5448,,Titanite,Beaetal2014
2429,ml-NS_BN_15_1,29.209,31.912,0.401,0.0,0.034,0.017,27.435,0.222,,,,,Titanite,Rubertietal2011
2430,ml-NS_BN_15_1i1,29.301,32.757,0.431,0.0,0.063,,27.348,0.313,0.005,,,,Titanite,Rubertietal2011
2431,ml-NS_BN_15_1i2,29.604,32.394,0.32,0.0,0.038,0.013,27.255,0.264,,,,,Titanite,Rubertietal2011
2432,ml-NS_BN_15_1i3,29.071,32.192,0.414,0.0,0.005,0.006,27.06,0.211,,,,,Titanite,Rubertietal2011
2433,ml-NS_BN_15_4,29.603,32.009,0.478,0.0,0.01,0.006,27.405,0.444,,,,,Titanite,Rubertietal2011
2434,ml-NS_BN_15_6,29.752,34.544,0.332,0.0,0.058,,27.903,0.14,,,,,Titanite,Rubertietal2011
2435,ml-Nef_BN_31A_1,29.819,32.422,0.597,0.0,0.018,0.013,27.802,0.254,,,,,Titanite,Rubertietal2011
2436,ml-Nef_BN_31A_2,30.036,32.934,0.763,0.0,0.019,0.029,28.12,0.139,0.012,,,,Titanite,Rubertietal2011
2437,ml-Nef_BN_31A_8,29.999,31.931,0.959,0.0,0.029,,28.432,0.142,0.01,,,,Titanite,Rubertietal2011
2438,ml-Nef_BN_31A_3,29.646,34.015,0.973,0.0,,,28.061,0.176,0.019,,,,Titanite,Rubertietal2011
2439,ml-Nef_BN_36A_1r,30.17,35.278,0.505,0.0,0.063,0.009,28.71,0.145,0.027,,,,Titanite,Rubertietal2011
2440,ml-Nef_BN_36A_11c,29.948,34.624,0.551,0.0,0.001,0.017,28.585,0.161,,,,,Titanite,Rubertietal2011
2441,GNS_BN_06_1c,29.646,35.669,0.98,0.0,0.02,0.002,27.379,0.065,,,,,Titanite,Rubertietal2011
2442,GNS_BN_06_1r1,29.913,36.202,0.623,0.0,0.041,0.017,27.852,0.181,0.013,,,,Titanite,Rubertietal2011
2443,GNS_BN_06_1r2,29.857,35.038,0.74,0.0,0.039,0.021,27.386,0.151,0.017,,,,Titanite,Rubertietal2011
2444,GNS_BN_10_1c,29.57,31.407,0.484,0.0,0.001,0.012,26.881,0.341,0.017,,,,Titanite,Rubertietal2011
2445,GNS_BN_10_1r,29.317,34.205,0.874,0.0,0.053,,26.947,0.164,,,,,Titanite,Rubertietal2011
2446,GNS_BN_10_ 2c,29.389,34.559,0.922,0.0,0.035,0.018,26.741,0.083,,,,,Titanite,Rubertietal2011
2447,GNS_BN_10_ 2c ,29.71,34.946,0.885,0.0,0.015,0.016,26.776,0.088,,,,,Titanite,Rubertietal2011
2448,GNS_BN_10_ 2r,29.729,35.094,0.786,0.0,,0.009,26.562,0.121,,,,,Titanite,Rubertietal2011
2449,PNS_BN_01_1c,29.248,33.97,0.888,0.0,0.04,0.008,28.025,0.122,,,,,Titanite,Rubertietal2011
2450,PNS_BN_01_1r1 ,29.635,33.815,0.635,0.0,0.026,0.016,28.082,0.168,0.031,,,,Titanite,Rubertietal2011
2451,PNS_BN_01_1r2 ,29.522,34.859,0.626,0.0,0.002,0.004,27.943,0.141,0.056,,,,Titanite,Rubertietal2011
2452,PNS_BN_01_1r3,29.325,34.588,0.658,0.0,0.045,0.01,27.654,0.156,,,,,Titanite,Rubertietal2011
2453,PNS_BN_16_1c,29.381,34.192,0.521,0.0,0.048,0.023,26.798,0.254,0.011,,,,Titanite,Rubertietal2011
2454,PNS_BN_16_2c,29.083,32.068,0.7,0.0,0.081,0.025,25.925,0.319,0.005,,,,Titanite,Rubertietal2011
2455,PNS_BN_19_1c,29.69,34.601,0.809,0.0,0.042,0.001,27.252,0.166,,,,,Titanite,Rubertietal2011
2456,PNS_BN_19_2c ,29.137,35.191,0.87,0.0,0.027,0.013,27.031,0.098,,,,,Titanite,Rubertietal2011
2457,PNS_BN_28_1r,29.549,35.191,0.812,0.0,0.042,0.005,27.178,0.169,0.013,,,,Titanite,Rubertietal2011
2458,PNS_BN_28_1c,29.371,34.905,0.395,0.0,0.089,0.007,26.274,0.585,0.014,,,,Titanite,Rubertietal2011
2459,PNS_BN_28_1c2,29.679,34.202,1.119,0.0,0.049,0.012,27.454,0.149,,,,,Titanite,Rubertietal2011
2460,sdl-SS_BN_4_1c,29.562,32.213,0.63,0.0,0.027,0.005,27.599,0.252,,,,,Titanite,Rubertietal2011
2461,sdl-SS_BN_4_1r,29.709,33.209,0.905,0.0,0.046,0.006,26.435,0.615,0.018,,,,Titanite,Rubertietal2011
2462,ijolite_B395 _1,27.93,35.84,1.1104,1.1190513962892417,0.0254,0.0203,27.77,0.1187,0.005,,,,Titanite,Wiedendorferetal2016
2463,ijolite_B397 _2,28.41,36.94,0.7194,0.7844360279260779,0.0345,0.0,28.16,0.1142,0.0036,,,,Titanite,Wiedendorferetal2016
2464,ijolite_B3921 _3,28.33,36.32,1.048,1.098750463899008,0.0351,0.0013,28.31,0.0552,0.0065,,,,Titanite,Wiedendorferetal2016
2465,nephelinite_B2413 _1,28.71,37.4,0.6163,0.8060370200260311,0.0497,0.0008,27.87,0.1174,0.0,,,,Titanite,Wiedendorferetal2016
2466,nephelinite_B2414 _2,28.85,36.97,0.6833,0.9277426097743784,0.0358,0.0,27.89,0.1319,0.0059,,,,Titanite,Wiedendorferetal2016
2467,nephelinite_B2438 _3,28.94,36.45,0.6934,0.8466388848064987,0.0321,0.0,27.77,0.0991,0.0,,,,Titanite,Wiedendorferetal2016
2468,nephelinite_B2448 _4,29.19,36.41,0.6528,0.96804446077568,0.0176,0.0196,27.88,0.1246,0.0,,,,Titanite,Wiedendorferetal2016
2469,nephelinite_B2449 _5,29.33,35.04,0.5131,1.1488527650197329,0.0103,0.0,27.77,0.1975,0.0,,,,Titanite,Wiedendorferetal2016
2470,nephelinite_B2450 _6,29.61,37.15,0.6138,0.8950411078452827,0.0424,0.0056,28.21,0.107,0.001,,,,Titanite,Wiedendorferetal2016
2471,nephelinite_B2460 _7,30.27,37.07,0.6326,1.1763540281099507,0.0245,0.0126,28.0,0.0998,0.0,,,,Titanite,Wiedendorferetal2016
2472,nephelinite_ B2461 _8,30.04,36.31,0.7107,1.5000688958300827,0.0613,0.0,28.26,0.142,0.0006,,,,Titanite,Wiedendorferetal2016
2473,nephelinite_ B2462 _9,30.19,36.21,0.8137,1.720079000551828,0.0677,0.0058,28.14,0.1341,0.0,,,,Titanite,Wiedendorferetal2016
2474,nephelinite_ B2463 _10,29.71,36.44,0.7934,1.580072570274354,0.0446,0.0256,27.92,0.1264,0.0145,,,,Titanite,Wiedendorferetal2016
2475,nephelinite_ B2464 _11,29.94,36.32,0.7809,1.470067517913481,0.0418,0.0,28.4,0.1211,0.0,,,,Titanite,Wiedendorferetal2016
2476,nephelinite_ B2465 _12,29.97,36.4,0.7075,1.4400661399968793,0.0179,0.0055,28.08,0.1171,0.0,,,,Titanite,Wiedendorferetal2016
2477,nephelinite_ B2466 _13,29.92,36.8,0.6061,1.310060169024939,0.063,0.0053,28.0,0.112,0.0,,,,Titanite,Wiedendorferetal2016
2478,nephelinite_ B2467 _14,30.08,36.86,0.7547,1.4100647620802778,0.0307,0.0,28.3,0.1119,0.0,,,,Titanite,Wiedendorferetal2016
2479,nephelinite_ B2468 _15,30.13,36.69,0.6533,1.550071192357752,0.0435,0.0172,28.2,0.1356,0.0117,,,,Titanite,Wiedendorferetal2016
2480,nephelinite_ B2469 _16,30.21,37.62,0.6903,1.2274563751612289,0.0546,0.0007,28.42,0.1576,0.0086,,,,Titanite,Wiedendorferetal2016
2481,nephelinite_ B2470 _17,30.1,37.41,0.5392,1.2547576290653364,0.0729,0.0057,28.17,0.1249,0.0017,,,,Titanite,Wiedendorferetal2016
2482,nephelinite_ B2471 _18,30.21,36.83,0.7541,1.57007211096882,0.068,0.0,28.26,0.077,0.0,,,,Titanite,Wiedendorferetal2016
2483,nephelinite_ B2473 _19,30.02,36.69,0.7346,1.470067517913481,0.0524,0.0,28.33,0.103,0.004,,,,Titanite,Wiedendorferetal2016
2484,nephelinite_ B2474 _20,29.83,36.86,0.6821,1.3600624655526083,0.048,0.0095,28.22,0.1063,0.0045,,,,Titanite,Wiedendorferetal2016
2485,nephelinite_ B2475 _21,29.47,36.52,0.8097,1.580072570274354,0.0395,0.0009,27.93,0.1085,0.0101,,,,Titanite,Wiedendorferetal2016
2486,nephelinite_ B2476 _22,29.87,37.33,0.53,1.100250532794838,0.0446,0.0,28.3,0.1443,0.0003,,,,Titanite,Wiedendorferetal2016
2487,nephelinite_ B2477 _23,30.07,36.35,0.7535,1.3800633841636758,0.0061,0.0056,28.13,0.1318,0.0,,,,Titanite,Wiedendorferetal2016
2488,nephelinite_ B2478 _24,30.17,36.67,0.7787,1.560071651663286,0.0675,0.021,28.4,0.0867,0.006,,,,Titanite,Wiedendorferetal2016
2489,nephelinite_ B2479 _25,30.6,35.46,1.3856,1.5400707330522183,0.0524,0.0039,27.68,0.3599,0.3263,,,,Titanite,Wiedendorferetal2016
2490,nephelinite_ B2484 _26,29.58,35.98,0.4461,1.2580577806361628,0.034,0.0116,27.6,0.1923,0.0102,,,,Titanite,Wiedendorferetal2016
2491,nephelinite_ B2485 _27,29.82,37.12,0.678,1.3400615469415404,0.0507,0.0079,28.14,0.1372,0.0037,,,,Titanite,Wiedendorferetal2016
2492,nephelinite_ B2486 _28,30.04,37.14,0.5518,1.3400615469415404,0.0773,0.0,28.08,0.1433,0.0155,,,,Titanite,Wiedendorferetal2016
2493,nephelinite_ B2487 _29,29.87,36.44,0.6623,1.7800817563850315,0.0607,0.0014,28.09,0.1602,0.0081,,,,Titanite,Wiedendorferetal2016
2494,nephelinite_ B2488 _30,30.1,36.68,0.6282,1.5900730295798875,0.0753,0.0143,28.31,0.1218,0.0058,,,,Titanite,Wiedendorferetal2016
2495,nephelinite_ B2489 _31,29.69,34.62,0.6888,2.0300932390233783,0.0569,0.0038,27.83,0.0959,0.0,,,,Titanite,Wiedendorferetal2016
2496,nephelinite_ B2490 _32,30.01,35.3,0.8854,1.7600808377739638,0.0251,0.0104,28.1,0.1273,0.0059,,,,Titanite,Wiedendorferetal2016
2497,nephelinite_ B2491 _33,29.99,37.28,0.4987,1.262858001102819,0.0636,0.007,28.04,0.1946,0.0159,,,,Titanite,Wiedendorferetal2016
2498,nephelinite_ B2492 _34,29.76,36.7,0.5176,1.310060169024939,0.0615,0.0096,27.99,0.1651,0.0208,,,,Titanite,Wiedendorferetal2016
2499,nephelinite_ B2493 _35,30.02,37.07,0.5468,1.3600624655526083,0.0495,0.0088,28.15,0.1475,0.0093,,,,Titanite,Wiedendorferetal2016
2500,Tourmaline1,36.47,0.82,30.79,4.13,,9.52,0.74,2.36,,,,,Tourmaline,Konzettetal2012
2501,Tourmaline2,35.37,1.23,30.34,5.0,,9.01,1.24,2.26,,,0.08,,Tourmaline,Konzettetal2012
2502,Tourmaline3,36.89,0.86,31.06,4.07,,9.49,0.57,2.57,,,0.06,,Tourmaline,Konzettetal2012
2503,Tourmaline4,36.8,0.69,31.12,3.64,,9.75,0.49,2.62,,,0.06,,Tourmaline,Konzettetal2012
2504,Tourmaline5,36.8,0.79,30.91,3.99,,9.55,0.69,2.44,,,,,Tourmaline,Konzettetal2012
2505,Tourmaline6,36.07,0.99,30.95,4.94,,8.93,0.69,2.54,,,0.16,,Tourmaline,Konzettetal2012
2506,Tourmaline7,36.34,0.49,30.47,5.85,,8.77,1.12,2.24,,,0.37,,Tourmaline,Konzettetal2012
2507,Tourmaline8,35.19,1.66,28.43,8.28,0.05,7.88,1.18,2.36,,,0.15,,Tourmaline,Konzettetal2012
2508,YK01-1_ Tur-I,35.6689,0.7726,29.996,5.927,0.0166,8.4284,0.7546,2.5512,0.038,,0.0247,,Tourmaline,Chenetal2023
2509,YK01-1_ Tur-I,35.7526,1.0392,30.0093,6.0133,0.0248,8.3445,0.5426,2.6891,0.0449,,0.0,,Tourmaline,Chenetal2023
2510,YK01-1_ Tur-I,35.6756,1.0256,30.2083,5.8685,0.0087,8.471,0.465,2.7348,0.0391,,0.0,,Tourmaline,Chenetal2023
2511,YK01-1_ Tur-I,35.8517,0.9631,30.1906,5.7447,0.0244,8.5885,0.4685,2.7387,0.0326,,0.0,,Tourmaline,Chenetal2023
2512,YK01-1_ Tur-I,36.0466,1.0297,30.4782,5.6574,0.0244,8.5202,0.4608,2.7573,0.027,,0.0,,Tourmaline,Chenetal2023
2513,YK01-1_ Tur-I,36.2811,0.9849,30.4185,5.4642,0.0122,8.7279,0.4343,2.7587,0.0298,,0.0,,Tourmaline,Chenetal2023
2514,YK01-1_ Tur-I,36.0598,1.0365,30.5618,5.4155,0.0201,8.4911,0.4373,2.7387,0.0508,,0.0,,Tourmaline,Chenetal2023
2515,YK01-1_ Tur-I,35.9414,0.6683,30.3317,5.5651,0.0175,8.806,0.7921,2.5297,0.0385,,0.0,,Tourmaline,Chenetal2023
2516,YK01-1_ Tur-I,36.2143,0.8969,30.7345,4.7237,0.0118,8.8004,0.3802,2.7904,0.0215,,0.0,,Tourmaline,Chenetal2023
2517,YK01-1_ Tur-I,36.0992,0.5039,31.2212,4.8143,0.0153,8.6628,0.3762,2.7968,0.0532,,0.0,,Tourmaline,Chenetal2023
2518,YK01-1_ Tur-I,36.3665,0.5941,31.2465,4.3438,0.0,8.7464,0.234,2.8544,0.0304,,0.0,,Tourmaline,Chenetal2023
2519,YK01-1_ Tur-I,36.3351,0.8314,30.5506,4.9083,0.0192,8.9521,0.4324,2.769,0.0423,,0.0078,,Tourmaline,Chenetal2023
2520,YK01-1_ Tur-I,36.6579,0.7485,31.0587,4.3289,0.0013,9.1621,0.3196,2.8154,0.0365,,0.0052,,Tourmaline,Chenetal2023
2521,YK01-1_ Tur-I,36.3805,0.7824,30.6907,4.8715,0.0289,8.9218,0.4281,2.7494,0.0357,,0.0279,,Tourmaline,Chenetal2023
2522,YK01-1_ Tur-I,36.5338,0.8175,30.9528,4.2082,0.0184,9.292,0.4177,2.7124,0.0367,,0.0073,,Tourmaline,Chenetal2023
2523,YK01-1_ Tur-I,36.4482,0.758,31.01,3.8025,0.0,9.3007,0.3712,2.7632,0.0456,,0.0187,,Tourmaline,Chenetal2023
2524,YK01-1_ Tur-I,36.6705,0.7054,31.145,3.6336,0.0096,9.3593,0.3817,2.7632,0.0489,,0.0,,Tourmaline,Chenetal2023
2525,YK01-1_ Tur-I,37.0175,0.6871,31.3807,3.6251,0.0018,9.5038,0.3996,2.7462,0.0557,,0.0114,,Tourmaline,Chenetal2023
2526,YK01-1_ Tur-I,37.2802,0.5838,29.9558,4.2412,0.0298,9.6752,0.9923,2.5069,0.0374,,0.0078,,Tourmaline,Chenetal2023
2527,YK01-1_ Tur-I,36.6255,0.6711,31.2872,3.4681,0.0,9.5788,0.4322,2.6832,0.0524,,0.0297,,Tourmaline,Chenetal2023
2528,YK01-1_ Tur-I,37.3925,0.6532,30.889,3.6624,0.0,9.3279,0.4465,2.7501,0.0449,,0.012,,Tourmaline,Chenetal2023
2529,YK01-1_ Tur-I,36.359,0.5852,30.6265,4.4438,0.0254,9.2891,1.0753,2.3271,0.0385,,0.0156,,Tourmaline,Chenetal2023
2530,YK01-1_ Tur-I,36.855,0.6265,31.1627,3.3499,0.0,9.6171,0.4129,2.7492,0.052,,0.0031,,Tourmaline,Chenetal2023
2531,YK01-1_ Tur-I,36.8249,0.5873,31.0899,3.7701,0.0412,9.4721,0.3886,2.7917,0.0435,,0.0,,Tourmaline,Chenetal2023
2532,YK01-1_ Tur-I,36.8812,0.6815,31.4156,3.3378,0.0,9.5369,0.3766,2.7792,0.0393,,0.0094,,Tourmaline,Chenetal2023
2533,YK01-1_ Tur-I,36.795,0.6326,31.3765,3.3534,0.007,9.4897,0.3412,2.7606,0.048,,0.0,,Tourmaline,Chenetal2023
2534,YK01-1_ Tur-I,36.6996,0.5601,30.9767,4.1298,0.0,9.2833,0.4488,2.7262,0.055,,0.0,,Tourmaline,Chenetal2023
2535,YK01-1_ Tur-I,36.8544,0.8185,31.4936,3.8227,0.0,9.3071,0.3591,2.781,0.0442,,0.0,,Tourmaline,Chenetal2023
2536,YK01-1_ Tur-I,37.0093,0.8279,31.3456,3.9141,0.0188,9.2938,0.3932,2.7385,0.047,,0.0026,,Tourmaline,Chenetal2023
2537,YK01-1_ Tur-I,36.4465,0.8423,30.9197,4.1549,0.0,9.1502,0.3455,2.7718,0.0454,,0.0,,Tourmaline,Chenetal2023
2538,YK01-1_ Tur-I,36.8773,0.8851,31.2107,4.2845,0.0136,8.9897,0.3988,2.752,0.0358,,0.0,,Tourmaline,Chenetal2023
2539,YK01-1_ Tur-I,36.7202,0.9106,30.9217,4.8514,0.0057,8.9237,0.3804,2.8048,0.0376,,0.0207,,Tourmaline,Chenetal2023
2540,YK01-1_ Tur-I,36.7969,1.0209,31.1151,5.0272,0.0017,8.6349,0.4148,2.7353,0.0434,,0.0098,,Tourmaline,Chenetal2023
2541,YK01-1_ Tur-I,36.4048,0.9884,30.8085,5.4119,0.0057,8.5546,0.4481,2.7412,0.031,,0.0176,,Tourmaline,Chenetal2023
2542,YK01-1_ Tur-I,36.243,0.9474,30.6132,5.6702,0.0,8.4415,0.4558,2.7483,0.063,,0.016,,Tourmaline,Chenetal2023
2543,YK01-1_ Tur-I,36.41,0.9628,30.5794,5.8078,0.0236,8.4901,0.4726,2.7437,0.0396,,0.0103,,Tourmaline,Chenetal2023
2544,YK01-1_ Tur-I,36.3326,0.917,30.4995,5.8757,0.0188,8.4716,0.5136,2.713,0.0496,,0.0098,,Tourmaline,Chenetal2023
2545,YK01-1_ Tur-I,36.504,0.9473,30.7382,5.9456,0.007,8.3176,0.5326,2.6766,0.0364,,0.0,,Tourmaline,Chenetal2023
2546,YK01-1_ Tur-I,36.6592,0.9294,30.6056,6.0166,0.0122,8.4876,0.5684,2.584,0.0371,,0.0046,,Tourmaline,Chenetal2023
2547,YK01-1_ Tur-I,36.5576,0.8828,30.6497,6.0953,0.0305,8.2975,0.6577,2.5605,0.0652,,0.0113,,Tourmaline,Chenetal2023
2548,YK01-1_ Tur-I,36.3827,0.8687,30.6813,6.0247,0.0244,8.3777,0.7022,2.5809,0.0284,,0.0103,,Tourmaline,Chenetal2023
2549,YK01-1_ Tur-I,36.5254,0.554,30.5684,6.2978,0.0188,8.4961,1.181,2.2675,0.0303,,0.0139,,Tourmaline,Chenetal2023
2550,YKT03-1_Tur-II,35.1212,0.6112,32.6392,10.882,0.1424,3.8891,0.1237,2.6294,0.0395,,0.0136,,Tourmaline,Chenetal2023
2551,YKT03-1_Tur-II,34.9341,0.2269,33.1966,12.0744,0.1795,2.8702,0.1332,2.5834,0.0305,,0.0015,,Tourmaline,Chenetal2023
2552,YKT03-1_Tur-II,34.8551,0.2498,33.6644,12.4768,0.1797,1.9886,0.1313,2.2224,0.05,,0.027,,Tourmaline,Chenetal2023
2553,YKT03-1_Tur-II,34.5169,0.2301,32.8072,12.444,0.2136,2.2757,0.1262,2.509,0.0348,,0.4864,,Tourmaline,Chenetal2023
2554,YKT03-1_Tur-II,35.0013,0.24,33.1829,11.1236,0.0953,3.4278,0.1753,2.653,0.0335,,0.0096,,Tourmaline,Chenetal2023
2555,YKT03-1_Tur-II,34.9094,0.192,33.3893,11.9468,0.1585,2.7515,0.1817,2.4368,0.0471,,0.0201,,Tourmaline,Chenetal2023
2556,YKT03-1_Tur-II,34.903,0.2168,33.5517,12.1212,0.142,2.5967,0.1911,2.3585,0.0321,,0.0115,,Tourmaline,Chenetal2023
2557,YKT03-1_Tur-II,35.256,0.265,33.2211,11.9332,0.1464,2.8619,0.1727,2.4326,0.0312,,0.0,,Tourmaline,Chenetal2023
2558,YKT03-1_Tur-II,35.8054,0.1361,32.637,9.5413,0.1293,4.907,0.0967,2.6826,0.038,,0.0076,,Tourmaline,Chenetal2023
2559,YKT03-1_Tur-II,35.2894,0.1423,32.1834,11.2299,0.1283,3.7679,0.1271,2.5934,0.0247,,0.7927,,Tourmaline,Chenetal2023
2560,YKT03-1_Tur-II,35.1121,0.3649,32.6015,10.2871,0.0924,4.4649,0.2521,2.653,0.0474,,0.0651,,Tourmaline,Chenetal2023
2561,YKT03-1_Tur-II,35.0807,1.1084,33.0248,9.7623,0.1232,4.1438,0.4445,2.1286,0.0444,,0.0051,,Tourmaline,Chenetal2023
2562,YKT03-1_Tur-II,35.0639,0.3396,32.1817,9.4639,0.0874,5.4945,0.2381,2.7681,0.0477,,0.0086,,Tourmaline,Chenetal2023
2563,YKT03-1_Tur-II,35.4539,0.1625,32.067,8.6932,0.071,6.0889,0.1587,2.8765,0.0418,,0.0,,Tourmaline,Chenetal2023
2564,YKT03-1_Tur-II,35.12,0.1279,34.3215,11.6618,0.1481,2.3818,0.1549,1.9662,0.0363,,0.0,,Tourmaline,Chenetal2023
2565,YKT03-1_Tur-II,35.0386,0.1573,33.0007,10.8319,0.0987,3.7422,0.1672,2.5067,0.0375,,0.0,,Tourmaline,Chenetal2023
2566,YKT03-1_Tur-II,34.9691,0.325,32.8243,10.4978,0.1118,4.4764,0.2875,2.5923,0.0446,,0.0,,Tourmaline,Chenetal2023
2567,YKT03-1_Tur-II,34.9106,0.3473,32.5586,10.695,0.1286,4.4751,0.2579,2.6099,0.0425,,0.0,,Tourmaline,Chenetal2023
2568,YKT03-1_Tur-II,35.4471,1.0962,31.4109,8.1554,0.0637,6.5883,0.5631,2.5426,0.0463,,0.0,,Tourmaline,Chenetal2023
2569,YKT03-1_Tur-II,34.9152,0.3618,33.1229,11.9247,0.1733,3.0173,0.2438,2.3832,0.0314,,0.0,,Tourmaline,Chenetal2023
2570,YKT03-1_Tur-II,35.0273,0.3633,32.7705,12.1638,0.1635,3.0857,0.2126,2.4376,0.0364,,0.004,,Tourmaline,Chenetal2023
