,Sample Name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,ZrO2,Mineral,Source
426,YD13-82-3-3chl-1,25.81,0.02,20.52,27.27,0.42,13.77,0.06,0.02,0.02,,0.02,,Chlorite,Xiaoetal2018
427,YD13-82-3-8chl-1,25.71,0.06,21.62,26.77,0.37,13.82,0.03,,,,0.07,,Chlorite,Xiaoetal2018
428,YD13-189-1-1Chl-1,25.74,0.06,20.35,30.02,0.48,11.32,0.17,0.07,0.1,,0.13,,Chlorite,Xiaoetal2018
429,YD13-189-1-2Chl-2,25.55,0.09,22.74,20.44,0.4,18.22,0.05,,0.01,,0.04,,Chlorite,Xiaoetal2018
430,YD13-189-1-4Chl-1,24.61,0.02,20.7,31.42,0.4,10.91,0.09,0.03,0.02,,0.03,,Chlorite,Xiaoetal2018
431,YD13-189-1-4Chl-2,25.53,0.06,22.58,20.69,0.34,17.99,0.01,,,,,,Chlorite,Xiaoetal2018
432,YD13-54-2-2chl-1,25.35,0.02,21.64,27.93,0.6,12.75,0.02,,0.02,,0.01,,Chlorite,Xiaoetal2018
433,YD13-28-1chl-1,25.92,0.02,23.21,22.5,0.19,15.62,0.01,0.05,0.15,,,,Chlorite,Xiaoetal2018
434,YD13-28-4chl-1,25.1,0.04,22.39,26.9,0.11,12.65,0.12,0.01,0.02,,0.03,,Chlorite,Xiaoetal2018
435,YD13-28-2chl-1,24.93,0.04,21.36,28.55,0.09,12.01,,,0.01,,0.05,,Chlorite,Xiaoetal2018
436,YD13-221-4chl-1,24.86,0.46,22.18,30.95,0.26,10.38,0.03,0.02,0.02,,,,Chlorite,Xiaoetal2018
437,YD13-221-5chl-1,24.71,0.34,21.83,29.55,0.19,10.9,0.04,0.02,,,0.1,,Chlorite,Xiaoetal2018
438,YD13-221-6chl-1,25.23,0.24,23.19,26.54,0.27,12.43,0.05,0.03,0.01,,0.04,,Chlorite,Xiaoetal2018
439,YD13-221-8chl-1,25.03,0.02,22.98,29.5,0.26,10.67,0.12,0.05,,,0.04,,Chlorite,Xiaoetal2018
440,YD13-110-1-4chl-1,25.77,0.02,20.23,24.43,0.29,15.09,0.08,0.03,0.04,,0.08,,Chlorite,Xiaoetal2018
441,YD13-110-1-5chl-1,26.2,0.05,20.76,23.85,0.27,15.64,0.13,0.1,0.04,,0.2,,Chlorite,Xiaoetal2018
442,YD13-130-2-1Chl-1,25.35,0.04,23.61,23.63,0.01,15.03,,0.01,0.01,,,,Chlorite,Xiaoetal2018
443,YD13-130-2-1Chl-2,25.26,0.02,23.68,23.25,0.03,14.56,0.02,0.01,0.01,,0.03,,Chlorite,Xiaoetal2018
444,YD13-130-2-3Chl-1,25.8,0.09,23.75,22.12,,15.44,0.02,0.03,,,0.06,,Chlorite,Xiaoetal2018
445,YD13-130-2-7Chl-1,24.57,0.03,23.38,25.59,0.04,13.49,0.04,0.06,0.01,,0.06,,Chlorite,Xiaoetal2018
446,YD13-134-1-1Chl-1,24.63,0.01,22.03,27.9,0.99,10.67,0.14,0.15,0.01,,0.76,,Chlorite,Xiaoetal2018
447,YD13-134-1-3Chl-1,24.28,0.03,22.01,34.57,1.03,7.78,0.01,0.03,0.03,,0.01,,Chlorite,Xiaoetal2018
448,YD13-134-1-4Chl-1,26.09,0.05,21.04,25.14,0.74,14.73,0.03,0.02,,,0.04,,Chlorite,Xiaoetal2018
449,YD13-134-1-5Chl-1,24.09,0.02,22.56,32.16,1.06,9.02,0.12,0.09,,,0.28,,Chlorite,Xiaoetal2018
450,YD13-41-3-10chl-1,24.44,0.04,21.74,29.61,0.71,10.92,0.05,0.05,,,0.13,,Chlorite,Xiaoetal2018
451,YD13-58-5-chl-1,27.53,0.01,21.47,17.94,0.17,18.76,0.05,0.01,,,0.03,,Chlorite,Xiaoetal2018
452,YD13-58-6-chl-1,27.92,0.12,21.43,17.3,0.12,19.09,0.03,0.03,0.04,,0.41,,Chlorite,Xiaoetal2018
453,YD13-58-3-chl-1,27.55,0.06,21.84,17.6,0.16,19.03,,0.03,0.05,,0.1,,Chlorite,Xiaoetal2018
454,YD13-62-1-3chl-1,25.36,0.03,24.36,18.55,0.26,18.69,0.03,0.06,0.02,,0.03,,Chlorite,Xiaoetal2018
455,YD13-62-1-9chl-1,25.93,0.08,23.24,21.41,0.36,16.34,0.03,0.06,0.01,,0.08,,Chlorite,Xiaoetal2018
456,YD13-97-1-1chl-1,26.81,0.02,22.37,20.97,0.38,16.56,0.05,0.05,0.01,,0.31,,Chlorite,Xiaoetal2018
457,YD13-97-1-4chl-1,27.76,0.09,21.46,20.49,0.34,17.59,0.04,0.12,0.02,,0.12,,Chlorite,Xiaoetal2018
458,YD13-97-1-8chl-1,27.68,0.06,22.47,20.18,0.3,16.93,0.01,0.18,0.06,,0.14,,Chlorite,Xiaoetal2018
459,YD13-115-2-6chl-1,26.54,0.03,20.1,26.18,0.28,14.61,0.03,0.04,,,0.02,,Chlorite,Xiaoetal2018
460,YD13-118-2-3chl-2,25.29,0.05,22.68,25.25,0.4,14.34,0.02,0.02,0.01,,0.04,,Chlorite,Xiaoetal2018
461,YD13-118-2-4chl-1,25.74,0.01,22.72,23.61,0.44,14.68,0.06,0.08,0.01,,0.07,,Chlorite,Xiaoetal2018
462,YD13-118-2-6chl-1,24.77,0.02,21.01,31.19,0.37,11.15,0.05,0.01,,,0.05,,Chlorite,Xiaoetal2018
463,YD13-120-1-1Chl-1,24.63,0.02,22.63,28.48,0.59,12.01,0.04,0.02,0.01,,0.08,,Chlorite,Xiaoetal2018
464,YD13-120-1-2Chl-1,25.37,0.05,22.53,28.01,0.55,12.09,0.04,,0.02,,0.04,,Chlorite,Xiaoetal2018
465,YD13-120-1-3Chl-1,24.88,0.04,22.3,27.89,0.7,12.03,0.07,0.04,0.05,,0.18,,Chlorite,Xiaoetal2018
466,YD13-120-1-5Chl-1,24.93,0.07,22.71,27.67,0.55,12.52,0.02,0.01,0.01,,0.08,,Chlorite,Xiaoetal2018
467,YD13-128-2-2chl-1,25.99,0.12,22.83,19.9,0.34,17.36,0.02,0.05,0.05,,0.01,,Chlorite,Xiaoetal2018
468,YD13-128-2-4chl-1,25.8,0.04,23.31,19.58,0.42,16.28,0.04,0.08,,,0.12,,Chlorite,Xiaoetal2018
469,YD13-128-2-5chl-1,26.11,0.02,23.28,21.33,0.44,16.43,0.01,0.02,,,,,Chlorite,Xiaoetal2018
470,YD13-254-5chl-1,25.77,0.02,23.76,25.06,0.38,13.11,0.05,,0.02,,0.13,,Chlorite,Xiaoetal2018
471,YD13-168-5-ep-1,26.81,0.08,21.36,24.59,0.36,14.81,0.05,0.08,0.02,,0.14,,Chlorite,Xiaoetal2018
472,YD13-168-8-chl-1,26.59,0.04,20.58,23.78,0.39,14.43,0.02,0.22,,,0.03,,Chlorite,Xiaoetal2018
473,TW14-127-1-CL-1,19.74,0.01,22.29,29.1,0.4,11.12,0.04,0.01,0.01,,,,Chlorite,Xiaoetal2018
474,TW14-127-4-CL-1,20.5,0.01,22.29,29.25,0.4,11.07,0.04,0.03,0.02,,,,Chlorite,Xiaoetal2018
475,TW14-127-5-CL-1,20.75,0.01,22.29,29.25,0.41,11.41,0.02,0.02,0.01,,,,Chlorite,Xiaoetal2018
476,TW14-127-7-CL-1,20.26,0.01,22.29,30.09,0.42,11.52,0.05,0.02,0.01,,,,Chlorite,Xiaoetal2018
477,TW151-1-CL-1,20.82,0.02,22.11,28.61,0.09,11.42,0.02,0.0,0.01,,,,Chlorite,Xiaoetal2018
478,TW151-2-CL-1,20.5,0.01,22.11,29.28,0.09,11.6,0.01,0.0,0.0,,,,Chlorite,Xiaoetal2018
479,TW151-3-CL-1,20.38,0.02,22.11,28.92,0.09,11.65,0.03,0.0,0.0,,,,Chlorite,Xiaoetal2018
480,TW151-4-CL-1,20.38,0.01,22.11,29.5,0.08,11.54,0.07,0.0,0.0,,,,Chlorite,Xiaoetal2018
481,TW151-5-CL-1,20.13,0.01,22.11,28.82,0.08,11.14,,0.0,0.0,,,,Chlorite,Xiaoetal2018
482,TW13-30-1-CL-1,20.85,0.02,21.81,28.45,0.29,11.78,0.01,0.01,0.01,,,,Chlorite,Xiaoetal2018
483,TW13-30-2-CL-1,20.74,0.02,21.81,28.45,0.28,11.65,0.01,0.01,0.01,,,,Chlorite,Xiaoetal2018
484,TW13-30-3-CL-1,20.31,0.02,21.81,30.46,0.37,10.6,,0.0,0.0,,,,Chlorite,Xiaoetal2018
485,ZK76-12-38-1,24.724,0.018,18.523,38.471,0.368,4.131,0.029,0.051,0.12,,0.174,,Chlorite,Wangetal2018
486,ZK76-12-38-2,24.858,0.029,18.682,39.19,0.446,4.061,0.083,0.076,0.093,,0.114,,Chlorite,Wangetal2018
487,ZK76-12-38-3,24.862,0.004,18.53,38.528,0.415,4.035,0.09,0.019,0.076,,0.162,,Chlorite,Wangetal2018
488,ZK76-12-38-4,24.042,0.032,20.105,34.831,0.479,4.627,0.386,0.047,0.067,,0.064,,Chlorite,Wangetal2018
489,ZK76-12-38-10,24.164,0.004,19.542,36.474,0.615,4.764,0.178,0.043,0.161,,0.144,,Chlorite,Wangetal2018
490,ZK76-12-38-11,24.744,0.067,18.847,37.742,0.808,4.372,0.183,0.035,0.257,,0.139,,Chlorite,Wangetal2018
491,ZK76-12-38-16,24.313,0.047,20.459,36.811,0.491,4.774,0.104,,0.088,,0.151,,Chlorite,Wangetal2018
492,ZK80-5-25-8,24.959,0.025,20.312,36.951,0.542,4.107,0.086,0.019,0.224,,0.087,,Chlorite,Wangetal2018
493,ZK80-5-25-10,23.941,0.011,20.037,38.512,0.383,3.312,0.01,0.016,0.002,,0.166,,Chlorite,Wangetal2018
494,ZK80-5-25-11,24.77,0.042,19.729,37.48,0.394,4.227,,0.005,0.313,,,,Chlorite,Wangetal2018
495,ZK80-5-25-12,23.901,0.074,20.188,37.689,0.549,4.234,0.012,0.069,0.199,,0.039,,Chlorite,Wangetal2018
496,ZK80-5-25-14,24.143,0.051,19.974,39.56,0.275,3.678,0.017,0.021,0.071,,0.099,,Chlorite,Wangetal2018
497,ZK80-5-25-15,23.761,0.009,19.772,38.057,0.537,5.189,0.073,0.024,0.023,,0.034,,Chlorite,Wangetal2018
