,entity_id,Mineral,method,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,Total
7633,37417,Olivine,EMP,38.79999924,,,0.289999992,19.0,0.200000003,43.20000076,,,0.330000013,,,,101.82000000800001
7634,37418,Olivine,EMP,37.70000076,,,0.280000001,20.89999962,0.180000007,40.90000153,,,0.389999986,,,,100.350001904
7635,37419,Olivine,EMP,38.40000153,,,0.270000011,19.79999924,0.159999996,42.70000076,,,0.379999995,,,,101.71000153199999
7636,37420,Olivine,EMP,37.70000076,,,0.300000012,21.89999962,0.25,39.79999924,,,0.400000006,,,,100.34999963799999
7637,37421,Olivine,EMP,38.59999847,,,0.25999999,20.10000038,0.170000002,42.5,,,0.370000005,,,,101.999998847
7638,37422,Olivine,EMP,39.40000153,,0.230000004,0.389999986,17.0,0.140000001,42.70000076,,,0.360000014,,,,100.22000229500001
7639,37423,Olivine,EMP,37.59999847,,0.159999996,0.360000014,26.29999924,0.219999999,36.90000153,,,0.389999986,,,,101.929999235
7640,37424,Olivine,EMP,38.79999924,,0.200000003,0.419999987,18.10000038,0.140000001,42.29999924,,,0.280000001,,,,100.239998852
7641,37425,Olivine,EMP,38.90000153,,0.239999995,0.340000004,18.39999962,0.129999995,41.90000153,,,0.330000013,,,,100.240002687
7642,37426,Olivine,EMP,38.70000076,,0.560000002,0.449999988,20.20000076,0.239999995,39.70000076,,,0.449999988,,,,100.300002253
7643,37427,Olivine,EMP,38.79999924,,0.230000004,0.439999998,19.20000076,0.150000006,41.29999924,,,0.340000004,,,,100.459999252
7644,37428,Olivine,EMP,38.29999924,,0.219999999,0.469999999,20.29999924,0.150000006,40.20000076,,,0.330000013,,,,99.969999257
7645,37429,Olivine,EMP,38.40000153,,0.25,0.370000005,19.5,0.159999996,43.29999924,,,0.280000001,,,,102.260000772
7668,37452,Olivine,EMP,38.77000046,0.050000001,0.150000006,0.050000001,21.28000069,0.25999999,41.06999969,,,0.270000011,0.01,,,101.910000849
7669,37453,Olivine,EMP,38.45000076,0.090000004,0.109999999,0.059999999,22.95000076,0.25,39.86999893,,,0.319999993,0.02,,,102.120000445
7670,37454,Olivine,EMP,40.79999924,,0.100000001,0.079999998,11.10000038,0.079999998,48.09999847,,,0.310000002,,,,100.56999808900001
7671,37455,Olivine,EMP,40.40000153,0.01,0.07,0.039999999,10.02999973,0.129999995,49.90000153,,,0.180000007,,,,100.76000279099999
7674,37458,Olivine,EMP,40.5,0.02,0.059999999,0.119999997,11.30000019,0.129999995,48.29999924,,,0.170000002,,,,100.599999423
7675,37459,Olivine,EMP,40.29999924,,0.059999999,0.119999997,12.19999981,0.150000006,47.29999924,,,0.170000002,,,,100.29999829399999
7677,37461,Olivine,EMP,40.59999847,0.02,0.109999999,0.079999998,11.30000019,0.129999995,48.5,,,0.180000007,,,,100.91999865900002
7678,37462,Olivine,EMP,40.0,0.050000001,0.119999997,0.059999999,10.71000004,0.100000001,48.29999924,,,0.310000002,,,,99.64999928
7679,37463,Olivine,EMP,40.20000076,0.050000001,0.119999997,0.140000001,11.42000008,0.100000001,47.59999847,,,0.270000011,,,,99.89999932100001
7680,37464,Olivine,EMP,40.29999924,0.02,0.129999995,0.090000004,11.25,0.119999997,48.29999924,,,0.270000011,,,,100.479998487
7681,37465,Olivine,EMP,40.0,0.02,0.07,0.039999999,10.39999962,0.100000001,49.09999847,,,0.180000007,,,,99.909998097
7682,37466,Olivine,EMP,40.70000076,0.02,0.059999999,0.039999999,10.69999981,0.090000004,48.79999924,,,0.170000002,,,,100.579999814
7683,37467,Olivine,EMP,40.40000153,0.029999999,0.02,0.109999999,10.39999962,0.119999997,49.20000076,,,0.129999995,,,,100.4100019
7684,37468,Olivine,EMP,40.29999924,0.059999999,0.039999999,0.039999999,11.69999981,0.129999995,48.29999924,,,0.170000002,,,,100.739998284
7685,37469,Olivine,EMP,40.20000076,0.109999999,0.029999999,0.140000001,10.40999985,0.100000001,49.5,,,0.289999992,,,,100.780000602
7686,37470,Olivine,EMP,40.20000076,0.079999998,0.119999997,0.100000001,10.89999962,0.07,48.20000076,,,0.310000002,,,,99.98000113799999
7687,37471,Olivine,EMP,40.5,0.01,0.050000001,0.129999995,10.75,0.090000004,48.59999847,,,0.200000003,,,,100.329998473
7689,37473,Olivine,EMP,40.40000153,0.02,0.079999998,0.150000006,11.60000038,0.150000006,48.59999847,,,0.150000006,,,,101.150000396
7690,37474,Olivine,EMP,41.09999847,0.01,0.079999998,0.029999999,11.10000038,0.100000001,48.70000076,,,0.129999995,,,,101.249999603
7691,37475,Olivine,EMP,40.70000076,0.109999999,0.090000004,0.07,12.69999981,0.170000002,47.29999924,,,0.180000007,,,,101.319999822
7692,37476,Olivine,EMP,40.29999924,0.050000001,0.050000001,0.100000001,11.5,0.129999995,48.90000153,,,0.170000002,,,,101.20000076999999
7693,37477,Olivine,EMP,40.40000153,0.100000001,0.050000001,0.07,12.0,0.150000006,48.29999924,,,0.150000006,,,,101.22000078399998
7697,37481,Olivine,EMP,38.63000107,0.02,0.090000004,0.050000001,18.46999931,0.550000012,41.0,,,1.230000019,,0.039999999,0.109999999,100.190000414
7698,37482,Olivine,EMP,39.13000107,0.059999999,0.100000001,0.039999999,14.46000004,0.379999995,44.70999908,,,0.769999981,0.029999999,0.07,0.059999999,99.810000163
7702,37486,Olivine,EMP,38.68999863,0.050000001,0.039999999,,15.15999985,0.540000021,43.36000061,,,1.200000048,0.029999999,0.059999999,0.119999997,99.249999154
7703,37487,Olivine,EMP,39.11000061,0.059999999,,0.050000001,15.31000042,0.460000008,43.65000153,,,1.110000014,,0.050000001,0.079999998,99.88000258100001
7704,37488,Olivine,EMP,39.88000107,0.029999999,0.039999999,0.039999999,14.03999996,0.409999996,45.45000076,,,1.230000019,,,0.01,101.13000180200001
7705,37489,Olivine,EMP,40.00999832,0.050000001,,0.029999999,16.10000038,0.430000007,42.47999954,,,1.090000033,,0.050000001,0.02,100.25999828100001
7716,37500,Olivine,EMP,40.0,,0.07,0.079999998,14.10000038,0.180000007,45.59999847,,,0.349999994,,,,100.379998849
7717,37501,Olivine,EMP,40.29999924,,0.059999999,0.039999999,14.60000038,0.200000003,45.29999924,,,0.340000004,,,,100.839998865
7718,37502,Olivine,EMP,40.29999924,,0.050000001,0.059999999,13.30000019,0.200000003,46.29999924,,,0.349999994,,,,100.55999866699999
7719,37503,Olivine,EMP,40.29999924,0.01,0.079999998,0.039999999,15.60000038,0.25,44.40000153,,,0.439999998,,,,101.120001145
7720,37504,Olivine,EMP,39.29999924,0.039999999,0.469999999,0.200000003,16.39999962,0.209999993,43.5,,,0.649999976,,,,100.76999882999999
7721,37505,Olivine,EMP,40.09999847,0.01,0.059999999,0.050000001,15.39999962,0.270000011,44.40000153,,,0.449999988,,,,100.739999619
7722,37506,Olivine,EMP,38.59999847,0.039999999,0.150000006,0.159999996,18.79999924,0.230000004,41.79999924,,,0.540000021,,,,100.31999697599998
7723,37507,Olivine,EMP,38.29999924,0.039999999,0.150000006,0.219999999,17.39999962,0.310000002,43.70000076,,,0.469999999,,,,100.589999625
7724,37508,Olivine,EMP,38.70000076,0.059999999,0.140000001,0.090000004,22.0,0.300000012,39.70000076,,,0.449999988,,,,101.44000152400001
7725,37509,Olivine,EMP,39.29999924,0.01,0.059999999,0.02,19.89999962,0.289999992,41.79999924,,,0.419999987,,,,101.79999807799999
7726,37510,Olivine,EMP,38.09999847,0.029999999,0.300000012,0.07,23.60000038,0.319999993,37.40000153,,,0.469999999,,,,100.290000383
7727,37511,Olivine,EMP,39.40000153,0.02,0.059999999,0.07,14.89999962,0.209999993,46.5,,,0.409999996,,,,101.570001138
7728,37512,Olivine,EMP,40.29999924,,0.090000004,0.090000004,13.10000038,0.200000003,46.70000076,,,0.319999993,,,,100.800000384
7729,37513,Olivine,EMP,39.20000076,0.02,0.039999999,0.01,15.39999962,0.189999998,44.59999847,,,0.340000004,,,,99.79999885100001
7730,37514,Olivine,EMP,39.40000153,,0.050000001,0.059999999,13.80000019,0.209999993,45.70000076,,,0.400000006,,,,99.620002479
7731,37515,Olivine,EMP,40.90000153,,0.059999999,0.079999998,13.80000019,0.230000004,45.70000076,,,0.340000004,,,,101.110002485
7732,37516,Olivine,EMP,40.29999924,0.01,0.07,0.059999999,15.10000038,0.230000004,44.5,,,0.409999996,,,,100.679999619
7733,37517,Olivine,EMP,39.09999847,0.039999999,0.600000024,0.430000007,14.80000019,0.239999995,43.79999924,,,0.680000007,,,,99.689997932
7734,37518,Olivine,EMP,40.09999847,0.01,0.029999999,0.059999999,14.80000019,0.280000001,44.70000076,,,0.409999996,,,,100.38999941499999
7735,37519,Olivine,EMP,38.0,0.029999999,0.219999999,0.25,17.79999924,0.289999992,41.70000076,,,0.460000008,,,,98.74999999799999
7736,37520,Olivine,EMP,38.79999924,0.079999998,0.150000006,0.100000001,20.39999962,0.330000013,40.5,,,0.389999986,,,,100.749998864
7737,37521,Olivine,EMP,39.20000076,0.02,0.100000001,0.050000001,19.60000038,0.280000001,41.79999924,,,0.400000006,,,,101.450000389
7738,37522,Olivine,EMP,38.59999847,0.039999999,0.119999997,0.100000001,21.60000038,0.340000004,39.20000076,,,0.400000006,,,,100.399999617
7739,37523,Olivine,EMP,40.0,,0.059999999,0.140000001,13.10000038,0.200000003,46.79999924,,,0.370000005,,,,100.669999628
7740,37524,Olivine,EMP,39.70000076,0.02,0.25,0.280000001,13.19999981,0.200000003,45.90000153,,,0.460000008,,,,100.01000211200001
7741,37525,Olivine,EMP,40.40000153,0.029999999,0.119999997,0.090000004,12.80000019,0.230000004,48.09999847,,,0.400000006,,,,102.17000019999999
7743,37527,Olivine,EMP,40.20000076,0.050000001,0.119999997,0.090000004,15.60000038,0.25,45.5,,,0.439999998,,,,102.25000114000001
7744,37528,Olivine,EMP,39.5,0.02,0.090000004,0.07,17.79999924,0.280000001,41.90000153,,,0.460000008,,,,100.120000783
7745,37529,Olivine,EMP,39.59999847,0.01,0.029999999,0.050000001,15.89999962,0.209999993,43.90000153,,,0.349999994,,,,100.04999960699999
7746,37530,Olivine,EMP,39.40000153,0.039999999,0.119999997,0.07,18.0,0.230000004,42.40000153,,,0.409999996,,,,100.67000305599998
7747,37531,Olivine,EMP,39.40000153,0.07,0.550000012,0.189999998,16.39999962,0.289999992,43.0,,,0.660000026,,,,100.56000117800001
7748,37532,Olivine,EMP,38.20000076,0.050000001,0.109999999,0.01,23.79999924,0.340000004,38.5,,,0.400000006,,,,101.41000000999999
7749,37533,Olivine,EMP,39.29999924,0.01,0.090000004,0.02,15.80000019,0.239999995,43.40000153,,,0.379999995,,,,99.240000954
7750,37534,Olivine,EMP,38.90000153,0.02,0.170000002,0.090000004,19.39999962,0.25,42.40000153,,,0.49000001,,,,101.72000269600001
7751,37535,Olivine,EMP,39.79999924,0.01,0.050000001,0.029999999,16.60000038,0.209999993,44.79999924,,,0.389999986,,,,101.88999883899999
7752,37536,Olivine,EMP,38.79999924,0.109999999,0.330000013,0.119999997,18.20000076,0.280000001,41.29999924,,,0.540000021,,,,99.67999927099999
7753,37537,Olivine,EMP,37.70000076,0.059999999,0.100000001,0.02,23.29999924,0.360000014,37.5,,,0.409999996,,,,99.45000001
7754,37538,Olivine,EMP,39.09999847,0.029999999,0.059999999,,20.20000076,0.310000002,40.5,,,0.330000013,,,,100.529999243
7755,37539,Olivine,EMP,38.5,0.039999999,0.050000001,0.029999999,21.70000076,0.469999999,39.70000076,,,0.300000012,,,,100.79000153
7756,37540,Olivine,EMP,38.20000076,0.039999999,0.059999999,0.01,22.20000076,0.389999986,38.40000153,,,0.360000014,,,,99.66000304800001
7757,37541,Olivine,EMP,37.90000153,0.07,0.079999998,,24.89999962,0.370000005,36.40000153,,,0.400000006,,,,100.12000268899999
7758,37542,Olivine,EMP,38.40000153,0.059999999,0.029999999,0.029999999,25.10000038,0.400000006,36.09999847,,,0.340000004,,,,100.460000387
7759,37543,Olivine,EMP,37.40000153,0.189999998,0.119999997,0.100000001,27.79999924,0.460000008,35.0,,,0.370000005,,,,101.440000779
7760,37544,Olivine,EMP,37.0,0.07,0.059999999,0.050000001,28.0,0.479999989,34.20000076,,,0.370000005,,,,100.230000754
7761,37545,Olivine,EMP,37.09999847,0.100000001,0.090000004,0.059999999,29.70000076,0.439999998,32.79999924,,,0.379999995,,,,100.66999846699998
7762,37546,Olivine,EMP,36.90000153,0.109999999,0.159999996,0.07,31.29999924,0.5,31.29999924,,,0.439999998,,,,100.78000000299998
7763,37547,Olivine,EMP,36.70000076,0.079999998,0.039999999,0.029999999,32.40000153,0.449999988,30.39999962,,,0.389999986,,,,100.49000188
7764,37548,Olivine,EMP,36.20000076,0.100000001,0.079999998,0.02,34.5,0.460000008,28.70000076,,,0.379999995,,,,100.440001522
7765,37549,Olivine,EMP,40.40000153,0.02,0.090000004,0.039999999,13.5,0.25999999,45.59999847,,,0.25,,,,100.159999993
7767,37551,Olivine,EMP,40.0,0.02,0.059999999,0.02,14.89999962,0.300000012,44.29999924,,,0.25999999,,,,99.859998861
7768,37552,Olivine,EMP,39.90000153,0.039999999,0.059999999,0.02,16.10000038,0.340000004,43.5,,,0.289999992,,,,100.25000190399999
7769,37553,Olivine,EMP,39.90000153,0.039999999,0.079999998,0.029999999,16.60000038,0.360000014,42.79999924,,,0.280000001,,,,100.09000116099999
7770,37554,Olivine,EMP,39.09999847,0.02,0.100000001,,18.0,0.219999999,42.29999924,,,0.319999993,,,,100.05999770300002
7771,37555,Olivine,EMP,38.29999924,0.029999999,0.059999999,,20.0,0.25,40.29999924,,,0.370000005,,,,99.30999848299999
7772,37556,Olivine,EMP,38.5,0.039999999,0.01,,24.0,0.230000004,38.0,,,0.349999994,,,,101.129999997
7773,37557,Olivine,EMP,38.0,0.090000004,0.140000001,1.0,25.0,0.200000003,35.90000153,,,0.349999994,,,,100.68000153199999
7774,37558,Olivine,EMP,37.79999924,0.140000001,0.059999999,,26.29999924,0.280000001,35.70000076,,,0.370000005,,,,100.649999246
7775,37559,Olivine,EMP,38.79999924,0.029999999,0.050000001,0.01,19.39999962,0.349999994,40.79999924,,,0.25999999,,,,99.699998084
7776,37560,Olivine,EMP,38.20000076,0.029999999,0.050000001,0.029999999,21.89999962,0.349999994,38.20000076,,,0.289999992,,,,99.050001125
7777,37561,Olivine,EMP,38.29999924,0.039999999,0.01,0.01,24.39999962,0.430000007,37.70000076,,,0.310000002,,,,101.19999962800001
7778,37562,Olivine,EMP,37.5,0.100000001,0.029999999,0.029999999,26.70000076,0.469999999,35.0,,,0.349999994,,,,100.180000752
7779,37563,Olivine,EMP,39.59999847,,,0.029999999,17.29999924,0.230000004,43.70000076,,,0.239999995,,,,101.099998468
7780,37564,Olivine,EMP,39.5,,0.02,0.02,17.70000076,0.270000011,43.0,,,0.230000004,,,,100.740000775
7781,37565,Olivine,EMP,38.59999847,0.059999999,0.050000001,0.039999999,21.5,0.389999986,39.59999847,,,0.289999992,,,,100.529996917
7782,37566,Olivine,EMP,38.70000076,,0.029999999,0.029999999,20.70000076,0.270000011,39.59999847,,,0.289999992,,,,99.619999991
7783,37567,Olivine,EMP,38.59999847,0.059999999,0.050000001,0.01,21.20000076,0.300000012,39.0,,,0.310000002,,,,99.52999924400001
7784,37568,Olivine,EMP,38.79999924,0.039999999,0.039999999,0.039999999,23.10000038,0.310000002,38.70000076,,,0.310000002,,,,101.34000038100001
7785,37569,Olivine,EMP,38.5,0.079999998,0.039999999,0.079999998,22.39999962,0.379999995,39.20000076,,,0.300000012,,,,100.980000382
7786,37570,Olivine,EMP,40.0,0.039999999,0.02,,15.69999981,0.150000006,44.90000153,,,0.340000004,,,,101.150001349
7787,37571,Olivine,EMP,40.79999924,0.02,0.029999999,0.02,11.69999981,0.140000001,47.79999924,,,0.340000004,,,,100.84999829399999
7788,37572,Olivine,EMP,39.29999924,0.039999999,0.039999999,,20.20000076,0.310000002,40.20000076,0.090000004,,0.289999992,,,,100.470000756
7789,37573,Olivine,EMP,39.40000153,0.029999999,0.02,0.02,20.89999962,0.289999992,40.79999924,0.07,,0.219999999,,,,101.75000037999997
7790,37574,Olivine,EMP,37.90000153,0.07,0.079999998,0.090000004,22.5,0.340000004,38.09999847,0.07,,0.25999999,,,,99.409999996
7791,37575,Olivine,EMP,37.5,0.079999998,0.02,0.029999999,29.5,0.460000008,33.79999924,0.129999995,,0.230000004,,,,101.74999924400001
7792,37576,Olivine,EMP,37.5,0.02,0.059999999,0.029999999,28.29999924,0.449999988,33.5,,,0.25999999,,,,100.119999216
7793,37577,Olivine,EMP,38.79999924,0.039999999,0.039999999,,23.60000038,0.340000004,37.70000076,0.100000001,,0.230000004,,,,100.850000387
7794,37578,Olivine,EMP,37.70000076,0.029999999,0.029999999,,25.5,0.400000006,37.29999924,0.050000001,,0.209999993,,,,101.21999999799999
7795,37579,Olivine,EMP,37.79999924,0.039999999,0.029999999,,27.20000076,0.379999995,35.70000076,0.039999999,,0.219999999,,,,101.41000075100001
7796,37580,Olivine,EMP,37.29999924,0.039999999,0.039999999,,27.39999962,0.379999995,35.5,0.039999999,,0.219999999,,,,100.919998851
7797,37581,Olivine,EMP,38.0,0.07,0.039999999,0.029999999,23.29999924,0.340000004,37.90000153,0.079999998,,0.180000007,,,,99.940000777
7798,37582,Olivine,EMP,37.40000153,,0.02,,27.10000038,0.360000014,35.40000153,0.059999999,,0.209999993,,,,100.55000344599999
7799,37583,Olivine,EMP,36.70000076,0.02,0.039999999,,29.29999924,0.449999988,33.5,0.059999999,,0.219999999,,,,100.289999985
7800,37584,Olivine,EMP,36.5,0.02,0.039999999,,30.60000038,0.479999989,31.0,0.02,,0.219999999,,,,98.880000367
7801,37585,Olivine,EMP,39.20000076,,0.039999999,,17.5,0.239999995,43.20000076,0.119999997,,0.25999999,,,,100.56000150099999
7803,37587,Olivine,EMP,39.59999847,0.01,0.029999999,,19.20000076,0.219999999,41.79999924,0.170000002,,0.230000004,,,,101.25999847399999
7823,37607,Olivine,EMP,38.09999847,,0.090000004,,23.79999924,0.180000007,37.90000153,,,0.230000004,,,,100.29999925499999
7829,37613,Olivine,EMP,40.59999847,,,0.150000006,11.30000019,0.109999999,47.5,,,0.379999995,,,,100.03999866000001
7830,37614,Olivine,EMP,39.79999924,0.059999999,,0.170000002,12.0,0.129999995,47.0,,,0.379999995,,,,99.539999231
7835,37619,Olivine,EMP,39.5,,0.079999998,0.090000004,11.0,0.059999999,49.70000076,,,0.389999986,,,,100.82000074700001
7839,37623,Olivine,EMP,39.40000153,,0.039999999,0.109999999,11.69999981,0.07,48.40000153,,,0.389999986,,,,100.11000285399999
7843,37627,Olivine,EMP,39.79999924,0.059999999,,0.140000001,12.60000038,0.07,46.90000153,,,0.370000005,,,,99.940001155
7844,37628,Olivine,EMP,39.40000153,0.090000004,,0.129999995,12.89999962,0.109999999,46.59999847,,,0.430000007,,,,99.659999625
7845,37629,Olivine,EMP,39.0,0.07,,0.140000001,12.5,0.129999995,47.09999847,,,0.439999998,,,,99.37999846400001
7846,37630,Olivine,EMP,39.09999847,0.090000004,0.02,,22.60000038,,38.20000076,,,0.389999986,,,,100.3999996
7847,37631,Olivine,EMP,37.90000153,0.059999999,0.02,,24.5,,36.59999847,,,0.379999995,,,,99.45999999399999
7848,37632,Olivine,EMP,37.79999924,0.059999999,0.07,,26.60000038,,35.5,,,0.389999986,,,,100.41999960499999
7849,37633,Olivine,EMP,37.29999924,0.07,0.029999999,,26.89999962,,34.59999847,,,0.449999988,,,,99.349997317
7850,37634,Olivine,EMP,36.90000153,0.050000001,0.039999999,,28.79999924,,32.70000076,,,0.409999996,,,,98.900001526
7851,37635,Olivine,EMP,37.20000076,0.07,0.140000001,,30.79999924,,32.40000153,,,0.479999989,,,,101.09000151999999
7852,37636,Olivine,EMP,36.70000076,0.150000006,0.170000002,,32.70000076,,30.39999962,,,0.569999993,,,,100.69000114100001
7853,37637,Olivine,EMP,39.40000153,0.029999999,0.01,,19.0,,42.40000153,,,0.340000004,,,,101.18000306299999
7854,37638,Olivine,EMP,38.5340004,0.039999999,,0.079999998,21.1079998,0.293000013,39.40499878,0.324000001,,0.209999993,,,,99.993998984
7855,37639,Olivine,EMP,39.07699966,0.032000002,,0.041000001,18.54500008,0.234999999,42.04299927,0.305000007,,0.194999993,,,,100.472999012
7856,37640,Olivine,EMP,38.02099991,0.055,,0.02,22.96699905,0.279000014,37.3370018,0.289000005,,0.268999994,,,,99.237000773
7857,37641,Olivine,EMP,39.84899902,0.027000001,,0.059999999,13.77700043,0.261999995,46.04800034,0.321999997,,0.133000001,,,,100.477999783
7858,37642,Olivine,EMP,40.10200119,0.01,,0.052999999,12.74499989,0.199000001,47.31999969,0.381000012,,0.101000004,,,,100.911000786
7859,37643,Olivine,EMP,40.30699921,0.009,0.005,0.055,11.87800026,0.180000007,47.01900101,0.59799999,,0.082000002,,,,100.133000479
7860,37644,Olivine,EMP,38.99499893,0.083999999,,0.045000002,19.20400047,0.254999995,40.72999954,0.448000014,,0.264999986,,,,100.02599893600001
7861,37645,Olivine,EMP,39.57600021,0.054000001,0.044,0.034000002,16.27499962,0.241999999,43.40000153,0.349000007,,0.236000001,,,,100.21000136999999
7862,37646,Olivine,EMP,39.93899918,0.045000002,0.009,0.030999999,14.04300022,0.213,45.36800003,0.345999986,,0.207000002,,,,100.200999419
7863,37647,Olivine,EMP,40.10400009,0.029999999,,0.032000002,12.26399994,0.201000005,45.59199905,0.349000007,,0.172999993,,,,98.74499908599999
7864,37648,Olivine,EMP,38.09999847,,,,22.70000076,0.319999993,38.5,0.109999999,,0.119999997,0.479999989,,,100.329999208
7865,37649,Olivine,EMP,37.79999924,,,,24.89999962,0.340000004,36.90000153,0.090000004,,0.140000001,0.529999971,,,100.70000036999998
7866,37650,Olivine,EMP,37.79999924,,,,26.20000076,0.340000004,36.29999924,,,0.159999996,0.540000021,,,101.339999261
7867,37651,Olivine,EMP,37.59999847,,,,27.0,0.349999994,35.79999924,0.100000001,,0.150000006,0.50999999,,,101.509997701
7868,37652,Olivine,EMP,37.59999847,,,,27.29999924,0.360000014,36.20000076,,,0.189999998,0.469999999,,,102.11999848100001
7869,37653,Olivine,EMP,37.20000076,,,,29.10000038,0.360000014,33.79999924,0.109999999,,0.239999995,0.370000005,,,101.180000393
7870,37654,Olivine,EMP,37.0,,,,28.60000038,0.389999986,34.0,0.129999995,,0.270000011,0.349999994,,,100.740000366
7871,37655,Olivine,EMP,36.79999924,,,,29.0,0.379999995,32.79999924,0.109999999,,0.25,0.310000002,,,99.64999847600001
7872,37656,Olivine,EMP,36.90000153,,,,29.60000038,0.360000014,33.5,0.059999999,,0.280000001,0.219999999,,,100.92000192299999
7873,37657,Olivine,EMP,37.09999847,,,,28.70000076,0.379999995,33.90000153,0.079999998,,0.239999995,0.25999999,,,100.66000073800001
7874,37658,Olivine,EMP,36.40000153,,,0.5,32.40000153,0.330000013,30.89999962,0.079999998,,0.209999993,,,,100.820002684
7875,37659,Olivine,EMP,36.09999847,,,0.360000014,33.20000076,0.300000012,29.79999924,0.119999997,,0.270000011,,,,100.14999850399998
7876,37660,Olivine,EMP,35.79999924,,,0.449999988,33.90000153,0.330000013,29.5,0.200000003,,0.239999995,,,,100.420000769
7877,37661,Olivine,EMP,35.5,,,0.280000001,35.5,0.340000004,27.79999924,0.140000001,,0.360000014,,,,99.91999926000001
7878,37662,Olivine,EMP,36.0,,,0.319999993,34.09999847,0.340000004,29.0,0.100000001,,0.310000002,,,,100.16999847
7879,37663,Olivine,EMP,39.5,0.039999999,0.050000001,0.02,18.29999924,0.379999995,42.0,0.01,,0.670000017,,,,100.96999925200001
7880,37664,Olivine,EMP,35.20000076,0.039999999,0.050000001,,19.20000076,0.370000005,40.70000076,,,0.660000026,,,,96.220002311
7881,37665,Olivine,EMP,38.59999847,0.050000001,0.039999999,,21.20000076,0.439999998,39.0,0.02,,0.600000024,,,,99.949999252
7882,37666,Olivine,EMP,39.0,0.059999999,0.079999998,0.02,21.89999962,0.449999988,39.20000076,,,0.639999986,,,,101.35000035099999
7883,37667,Olivine,EMP,38.70000076,0.050000001,0.059999999,,24.60000038,0.460000008,36.29999924,0.01,,0.680000007,,,,100.860000395
7884,37668,Olivine,EMP,38.5,0.050000001,0.059999999,,23.29999924,0.519999981,37.40000153,0.01,,0.620000005,,,,100.460000756
7885,37669,Olivine,EMP,38.59999847,0.050000001,0.050000001,,24.10000038,0.579999983,37.40000153,0.059999999,,0.460000008,,,,101.300000372
7886,37670,Olivine,EMP,38.59999847,0.029999999,0.039999999,0.029999999,24.89999962,0.50999999,37.0,0.029999999,,0.50999999,,,,101.649998066
7887,37671,Olivine,EMP,38.59999847,0.029999999,0.100000001,,24.70000076,0.439999998,36.79999924,0.090000004,,0.460000008,,,,101.21999848
7888,37672,Olivine,EMP,38.90000153,0.050000001,0.109999999,0.029999999,22.29999924,0.50999999,39.40000153,0.07,,0.379999995,,,,101.75000228399999
7889,37673,Olivine,EMP,39.29999924,0.079999998,0.389999986,,21.89999962,0.620000005,38.0,0.039999999,,0.970000029,,,,101.299998877
7890,37674,Olivine,EMP,40.09999847,0.01,0.209999993,0.01,9.949999809,0.029999999,48.20000076,,,0.300000012,,,,98.809999043
7891,37675,Olivine,EMP,39.40000153,0.029999999,0.25999999,0.079999998,14.0,0.039999999,47.09999847,,,0.300000012,,,,101.209999998
7892,37676,Olivine,EMP,39.90000153,0.02,0.189999998,0.129999995,11.5,0.050000001,47.90000153,,,0.300000012,,,,99.990003066
7893,37677,Olivine,EMP,40.29999924,0.02,0.150000006,0.079999998,9.989999771,0.039999999,49.09999847,,,0.300000012,,,,99.97999749600001
7895,37679,Olivine,EMP,38.70000076,,0.660000026,0.150000006,14.80000019,0.059999999,46.70000076,,,0.280000001,,,,101.350001742
7896,37680,Olivine,EMP,40.09999847,0.029999999,0.219999999,0.109999999,10.69999981,0.059999999,49.79999924,,,0.289999992,,,,101.309997508
7897,37681,Olivine,EMP,39.90000153,0.029999999,0.189999998,0.02,13.39999962,0.039999999,47.0,,,0.230000004,,,,100.81000114999999
7898,37682,Olivine,EMP,39.90000153,0.029999999,0.159999996,,12.39999962,0.039999999,48.70000076,,,0.289999992,,,,101.520001896
7899,37683,Olivine,EMP,40.5,,0.209999993,0.119999997,9.010000229,0.050000001,51.29999924,,,0.349999994,,,,101.53999945399998
7900,37684,Olivine,EMP,40.70000076,,0.219999999,0.150000006,8.149999619,0.039999999,51.29999924,,,0.330000013,,,,100.889999636
7901,37685,Olivine,EMP,38.29999924,0.059999999,,,18.70000076,0.219999999,41.20000076,,,0.519999981,,,,99.000000739
7902,37686,Olivine,EMP,38.20000076,0.039999999,0.090000004,0.039999999,21.70000076,0.319999993,39.59999847,,,0.49000001,,,,100.47999999500001
7903,37687,Olivine,EMP,38.09999847,0.07,0.059999999,,22.10000038,0.319999993,39.5,,,0.409999996,,,,100.55999883800001
7904,37688,Olivine,EMP,38.29999924,0.059999999,,,21.0,0.310000002,40.29999924,,,0.409999996,,,,100.379998477
7905,37689,Olivine,EMP,37.29999924,0.109999999,0.079999998,0.050000001,24.10000038,0.370000005,37.09999847,,,0.469999999,,,,99.57999809200001
7906,37690,Olivine,EMP,37.20000076,0.07,0.050000001,0.029999999,25.89999962,0.419999987,36.0,,,0.400000006,,,,100.070000373
7907,37691,Olivine,EMP,39.59999847,0.059999999,0.07,0.079999998,14.89999962,0.230000004,44.40000153,,,0.370000005,,,,99.709999626
7908,37692,Olivine,EMP,38.59999847,0.059999999,0.109999999,0.079999998,18.0,0.25,42.20000076,,,0.409999996,,,,99.70999922200001
