,entity_id,Mineral,method,SiO2,TiO2,Al2O3,Cr2O3,FeOt,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,Total
6766,36404,Muscovite,EMP,48.52000046,0.230000004,33.43999863,,1.679999948,0.129999995,0.689999998,,,0.039999999,0.529999971,9.300000191,,94.55999919599998
6767,36405,Muscovite,EMP,50.75,1.25,30.39999962,,2.450000048,0.01,1.929999948,,,0.100000001,0.349999994,9.270000458,,96.51000006900001
6768,36406,Muscovite,EMP,48.83000183,2.24000001,29.87000084,,2.089999914,0.059999999,2.039999962,,,0.050000001,0.300000012,10.5,,95.98000256799999
6769,36407,Muscovite,EMP,50.68000031,1.769999981,29.80999947,,2.230000019,0.02,2.079999924,,,0.159999996,0.330000013,10.42000008,,97.499999793
6770,36408,Muscovite,EMP,48.93999863,1.419999957,29.54000092,,2.309999943,0.25999999,2.710000038,,,0.090000004,0.140000001,9.329999924,,94.739999407
6851,36501,Olivine,EMP,41.52999878,0.02,0.109999999,,9.68999958,,48.79999924,,,0.230000004,0.01,,,100.38999760300001
6852,36502,Olivine,EMP,41.25,0.02,0.109999999,,8.970000267,,49.47999954,,,0.200000003,0.01,,,100.039999809
6853,36503,Olivine,EMP,41.02000046,0.109999999,0.170000002,,9.220000267,,49.77000046,,,0.230000004,,,,100.520001192
6857,36507,Olivine,EMP,40.59999847,0.07,0.200000003,,8.31000042,,51.18999863,,,0.170000002,0.029999999,,,100.569997524
6885,36535,Olivine,EMP,39.45000076,0.02,0.01,0.050000001,15.39999962,0.170000002,43.29999924,0.540000021,,0.109999999,,,,99.049999643
6886,36536,Olivine,EMP,39.63999939,0.02,,0.02,13.0,0.170000002,46.43000031,,,0.119999997,,,,99.39999969899999
6887,36537,Olivine,EMP,39.47999954,0.029999999,0.01,0.029999999,16.75,0.209999993,42.36000061,2.200000048,,0.119999997,,,,101.19000018599999
6889,36539,Olivine,EMP,39.40999985,0.02,0.01,0.059999999,12.44999981,0.219999999,46.83000183,0.25999999,,0.150000006,,,,99.41000148399999
6890,36540,Olivine,EMP,39.81999969,0.01,,0.050000001,13.13000011,0.159999996,46.02000046,0.340000004,,0.100000001,,,,99.630000262
6891,36541,Olivine,EMP,39.97000122,0.01,0.039999999,0.039999999,11.27000046,0.170000002,47.90000153,0.349999994,,0.109999999,,,,99.860003203
6892,36542,Olivine,EMP,39.61000061,,0.02,0.02,13.78999996,0.200000003,44.84999847,0.529999971,,0.119999997,,,,99.139999011
6893,36543,Olivine,EMP,39.88999939,0.01,0.01,0.050000001,12.90999985,0.200000003,45.83000183,,,0.119999997,,,,99.020001071
6894,36544,Olivine,EMP,39.79000092,0.02,,0.029999999,11.43999958,0.140000001,47.65999985,0.409999996,,0.140000001,,,,99.63000034699999
6996,36646,Olivine,"SEM,EMP",32.29000092,0.079999998,0.620000005,,61.45000076,4.289999962,0.430000007,,,0.129999995,0.439999998,0.50999999,,100.24000163499998
6998,36648,Olivine,EMP,40.79999924,0.01,0.209999993,0.189999998,9.510000229,0.039999999,50.29999924,,,0.239999995,0.039999999,,,101.339998693
6999,36649,Olivine,EMP,38.0,0.059999999,0.280000001,0.129999995,18.0,0.109999999,41.5,,,0.349999994,,,,98.429999988
7000,36650,Olivine,EMP,40.40000153,0.039999999,0.239999995,0.230000004,10.89999962,0.100000001,48.29999924,,,0.200000003,0.039999999,,,100.450000391
7001,36651,Olivine,EMP,39.90000153,0.050000001,0.219999999,0.140000001,13.10000038,0.129999995,46.20000076,,,0.25,0.07,,,100.060002666
7002,36652,Olivine,EMP,39.79999924,0.02,0.25999999,0.180000007,11.19999981,0.090000004,47.29999924,,,0.219999999,0.050000001,,,99.119998291
7003,36653,Olivine,EMP,39.79999924,0.029999999,0.180000007,0.219999999,11.69999981,0.109999999,46.90000153,,,0.25,0.050000001,,,99.24000058499999
7004,36654,Olivine,EMP,39.70000076,0.050000001,0.25999999,0.129999995,12.39999962,0.140000001,46.5,,,0.239999995,0.07,,,99.490000362
7005,36655,Olivine,EMP,39.59999847,0.039999999,0.25999999,0.090000004,10.39999962,0.100000001,47.59999847,,,0.209999993,,,,98.299996547
7006,36656,Olivine,EMP,40.5,0.039999999,0.25,0.119999997,11.30000019,0.140000001,48.0,,,0.230000004,0.07,,,100.65000019099999
7007,36657,Olivine,EMP,40.90000153,0.029999999,0.25999999,0.109999999,10.89999962,0.129999995,49.79999924,,,0.209999993,0.059999999,,,102.40000036499998
7008,36658,Olivine,EMP,39.79999924,0.039999999,0.270000011,0.159999996,10.80000019,0.109999999,47.29999924,,,0.209999993,0.050000001,,,98.739998669
7038,36693,Olivine,EMP,40.29999924,,0.180000007,,15.03999996,,45.0,,,0.07,0.050000001,,0.090000004,100.72999921200001
7039,36694,Olivine,EMP,40.79999924,,0.209999993,,16.04000092,,40.70000076,,,0.090000004,0.059999999,,0.079999998,97.98000091400002
7040,36695,Olivine,EMP,39.59999847,0.01,0.150000006,0.289999992,19.60000038,0.340000004,42.84999847,,,0.129999995,0.109999999,,0.02,103.09999731600001
7041,36696,Olivine,EMP,37.79999924,,0.150000006,,17.86000061,,42.59999847,,,0.079999998,0.059999999,,,98.549998323
7042,36697,Olivine,EMP,38.90000153,,0.180000007,,19.46999931,,38.59999847,,,0.140000001,0.090000004,,0.100000001,97.479999323
7043,36698,Olivine,EMP,38.09999847,,0.340000004,,21.70000076,,38.5,,,0.270000011,0.109999999,,0.140000001,99.15999924500001
7044,36699,Olivine,EMP,38.20000076,,0.140000001,,22.0,,39.59999847,,,0.140000001,0.079999998,,0.079999998,100.23999922800002
7045,36700,Olivine,EMP,38.79999924,0.050000001,0.370000005,,18.53000069,,41.09999847,,,0.25,0.109999999,,0.200000003,99.409998408
7046,36701,Olivine,EMP,37.79999924,,0.189999998,,24.39999962,,38.29999924,,,0.150000006,0.100000001,,0.150000006,101.089998111
7062,36717,Olivine,EMP,39.40000153,,,0.039999999,18.0,0.270000011,42.0,,,0.300000012,,,,100.010001552
7079,36734,Olivine,EMP,40.09999847,,,0.050000001,10.10000038,0.129999995,49.00999832,0.370000005,,0.170000002,,,,99.92999717299999
7130,36785,Olivine,"EMP,EDS,FTIR",40.09999847,,,0.239999995,11.39999962,0.129999995,47.5,0.239999995,,0.319999993,,,,99.92999806800002
7132,36787,Olivine,"EMP,EDS,FTIR",40.40000153,,,0.330000013,10.80000019,0.059999999,47.70000076,0.230000004,,0.330000013,,,,99.850002509
7134,36789,Olivine,"EMP,EDS,FTIR",40.29999924,,,0.360000014,11.0,0.119999997,47.70000076,0.189999998,,0.319999993,,,,99.990000002
7174,36847,Olivine,EMP,39.90000153,0.039999999,0.100000001,,12.02999973,0.140000001,47.5,,,0.280000001,,,0.01,100.000001262
7175,36848,Olivine,EMP,39.20000076,0.109999999,0.100000001,0.01,16.36000061,0.100000001,44.79999924,,,0.389999986,,,,101.070000597
7176,36849,Olivine,EMP,40.79999924,0.090000004,0.109999999,0.07,11.60000038,0.100000001,47.59999847,,,0.270000011,,,,100.63999810499999
7177,36850,Olivine,EMP,39.70000076,0.050000001,0.189999998,,14.11999989,0.109999999,45.20000076,,,0.370000005,,,0.01,99.75000141300002
7178,36851,Olivine,EMP,39.29999924,0.07,0.180000007,0.01,16.29999924,0.170000002,44.70000076,,,0.379999995,,,0.02,101.129999244
7179,36852,Olivine,EMP,40.59999847,0.129999995,0.360000014,,12.89999962,0.100000001,46.20000076,,,0.519999981,,,0.029999999,100.83999884
7181,36862,Olivine,EMP,39.06000137,,,0.039999999,18.81999969,0.25999999,41.45999908,,,0.360000014,,,,100.000000143
7182,36863,Olivine,EMP,40.29999924,,,0.090000004,12.89999962,0.050000001,46.40000153,,,0.300000012,,,,100.040000407
7183,36864,Olivine,EMP,40.40000153,,,0.109999999,11.89999962,0.159999996,47.09999847,,,0.300000012,,,,99.96999962699999
7212,36893,Olivine,EMP,37.70000076,0.219999999,0.109999999,0.209999993,24.79999924,0.280000001,37.20000076,,,0.310000002,,,,100.830000754
7213,36894,Olivine,EMP,37.79999924,0.239999995,0.07,0.239999995,23.89999962,0.239999995,38.70000076,,,0.239999995,,,,101.4299996
7214,36895,Olivine,EMP,38.04999924,0.170000002,0.079999998,0.25999999,22.39999962,0.219999999,39.70000076,,,0.219999999,,,,101.099999608
7215,36896,Olivine,EMP,37.90000153,0.159999996,0.079999998,0.270000011,23.60000038,0.200000003,38.59999847,,,0.25,,,,101.060000388
7216,36897,Olivine,EMP,37.90000153,0.25,0.090000004,0.289999992,21.29999924,0.25,40.29999924,,,0.230000004,,,,100.61000001
7217,36898,Olivine,EMP,38.09999847,0.170000002,0.079999998,0.230000004,22.89999962,0.230000004,39.09999847,,,0.230000004,,,,101.039996572
7218,36899,Olivine,EMP,38.29999924,0.170000002,0.07,0.289999992,21.39999962,0.230000004,40.09999847,,,0.219999999,,,,100.779997327
7222,36914,Olivine,EMP,40.15999985,0.01,0.059999999,0.170000002,13.02999973,0.150000006,46.25,0.050000001,,0.469999999,,,,100.34999958699999
7224,36916,Olivine,EMP,40.24000168,0.029999999,0.039999999,0.100000001,12.34000015,0.150000006,46.49000168,0.050000001,,0.219999999,,,,99.660003515
7228,36920,Olivine,EMP,40.20999908,,0.039999999,0.059999999,11.39000034,0.140000001,46.74000168,0.039999999,,0.100000001,,,,98.720001099
7229,36921,Olivine,EMP,39.65999985,0.01,0.059999999,0.029999999,12.52999973,0.140000001,46.65999985,0.050000001,,0.159999996,,,,99.29999942599999
7230,36922,Olivine,EMP,41.0,0.02,0.050000001,0.050000001,10.01000023,0.090000004,48.99000168,0.01,,0.109999999,,,,100.33000191500001
7233,36925,Olivine,EMP,40.47000122,0.01,0.050000001,0.050000001,10.02999973,0.100000001,48.70999908,,,0.129999995,,,,99.550000028
7234,36926,Olivine,EMP,39.5,0.02,0.159999996,0.050000001,12.48999977,0.100000001,46.88000107,0.079999998,,0.280000001,,,,99.560000837
7236,36928,Olivine,EMP,40.29000092,,0.180000007,0.090000004,9.399999619,0.07,49.22000122,,,0.25999999,,,,99.51000176000001
7237,36929,Olivine,EMP,39.29999924,0.289999992,0.07,0.25,15.0,0.07,43.59999847,0.230000004,,0.200000003,,,,99.009997709
7238,36930,Olivine,EMP,40.29999924,0.01,0.059999999,0.07,10.39999962,0.119999997,48.20000076,0.01,,0.159999996,,,,99.32999961200001
7239,36931,Olivine,EMP,40.09999847,0.01,0.039999999,0.039999999,13.19999981,0.140000001,46.09999847,0.059999999,,0.180000007,,,,99.869996755
7242,36941,Olivine,EMP,40.79000092,0.039999999,0.129999995,,10.25,0.100000001,48.61999893,,,0.289999992,,,,100.21999983699999
7243,36942,Olivine,EMP,40.29000092,0.01,0.119999997,,13.53999996,0.140000001,46.09999847,,,0.270000011,,,,100.469999359
7244,36943,Olivine,EMP,40.13000107,0.02,0.07,,12.03999996,0.109999999,47.15000153,,,0.230000004,,,,99.750002563
7245,36944,Olivine,EMP,40.22999954,0.01,0.180000007,,12.25,0.170000002,48.04999924,,,0.300000012,,,,101.189998801
7246,36945,Olivine,EMP,39.91999817,0.029999999,0.079999998,,11.43000031,0.119999997,47.61000061,,,0.25999999,,,,99.449999074
7247,36946,Olivine,EMP,40.93000031,0.039999999,0.02,,9.960000038,0.109999999,50.52999878,,,0.170000002,,,,101.759999128
7248,36947,Olivine,EMP,39.68999863,0.029999999,0.209999993,0.01,13.05000019,0.140000001,47.34999847,0.029999999,,0.280000001,,,,100.78999728299999
7249,36948,Olivine,EMP,40.68999863,0.029999999,0.01,0.01,11.19999981,0.119999997,48.54999924,0.01,,0.25,,,,100.869997676
7250,36949,Olivine,EMP,39.99000168,0.029999999,0.059999999,,11.14000034,0.159999996,49.63000107,0.02,,0.209999993,,,,101.240003077
7252,36951,Olivine,EMP,40.15000153,0.029999999,0.150000006,0.01,10.97999954,0.150000006,50.11999893,,,0.170000002,,,,101.76000001300001
7253,36952,Olivine,EMP,41.00999832,0.01,0.050000001,0.02,9.569999695,0.07,49.88000107,0.02,,0.170000002,,,,100.79999908799999
7255,36954,Olivine,EMP,40.09999847,0.02,0.150000006,0.050000001,10.69999981,0.150000006,48.59999847,0.129999995,,0.25999999,,,,100.15999674800001
7256,36955,Olivine,EMP,40.40000153,,0.100000001,0.109999999,11.60000038,0.170000002,48.0,0.150000006,,0.289999992,,,,100.82000191
7257,36956,Olivine,EMP,39.40000153,0.02,0.029999999,0.050000001,11.5,0.170000002,47.79999924,0.180000007,,0.280000001,,,,99.43000078
7258,36957,Olivine,EMP,39.70000076,,0.01,0.029999999,13.30000019,0.209999993,46.5,0.079999998,,0.209999993,,,,100.040000933
7259,36958,Olivine,EMP,39.09999847,0.02,0.039999999,0.029999999,17.20000076,0.239999995,43.09999847,0.109999999,,0.180000007,,,,100.019997699
7260,36959,Olivine,EMP,39.29999924,0.07,0.100000001,0.100000001,14.80000019,0.180000007,45.5,,,0.300000012,,,,100.34999945099999
7261,36960,Olivine,EMP,38.90000153,0.100000001,0.029999999,0.050000001,18.60000038,0.25999999,41.90000153,,,0.280000001,,,,100.12000343199999
7262,36961,Olivine,EMP,38.59999847,0.01,0.039999999,0.07,19.10000038,0.300000012,40.90000153,0.159999996,,0.270000011,,,,99.45000039799999
7263,36962,Olivine,EMP,38.29999924,0.029999999,0.039999999,0.100000001,21.79999924,0.310000002,38.79999924,0.140000001,,0.270000011,,,,99.78999773299999
7264,36963,Olivine,EMP,38.20000076,0.02,0.029999999,0.109999999,22.5,0.340000004,38.79999924,0.140000001,,0.25,,,,100.390000003
7265,36964,Olivine,EMP,40.40000153,0.02,0.029999999,0.029999999,12.5,0.140000001,47.0,0.039999999,,0.140000001,,,,100.300001529
7266,36965,Olivine,no_info,38.63999939,0.01,0.090000004,0.330000013,19.47999954,0.180000007,41.29000092,,,0.340000004,0.02,,,100.37999987799999
7267,36966,Olivine,no_info,38.97999954,,0.100000001,0.300000012,17.72999954,0.140000001,43.22000122,,,0.289999992,,,,100.760000306
7268,36967,Olivine,no_info,39.25999832,0.02,0.100000001,0.189999998,18.95000076,0.219999999,41.81000137,,,0.340000004,,,,100.89000045200002
7269,36968,Olivine,no_info,39.31999969,0.01,0.090000004,0.25,18.76000023,0.209999993,42.02999878,,,0.319999993,,,,100.98999869
7270,36969,Olivine,no_info,37.70000076,0.029999999,0.170000002,0.109999999,26.55999947,0.280000001,35.63000107,,,0.409999996,,,,100.890001297
7271,36970,Olivine,no_info,40.13000107,0.01,0.079999998,0.239999995,16.31999969,0.180000007,44.22000122,,,0.25,,,,101.43000198
7272,36971,Olivine,no_info,37.84000015,0.039999999,0.140000001,0.129999995,24.68000031,0.239999995,36.88999939,,,0.419999987,,,,100.379999827
7273,36972,Olivine,no_info,37.56999969,0.050000001,0.180000007,0.129999995,26.77000046,0.239999995,35.40000153,,,0.430000007,,,,100.770001685
7274,36973,Olivine,no_info,38.20000076,0.02,0.119999997,0.150000006,21.45999908,0.209999993,38.54000092,,,0.409999996,,,,99.11000075199999
7275,36974,Olivine,no_info,39.13000107,0.02,0.129999995,0.189999998,19.78000069,0.200000003,40.56999969,,,0.349999994,,,,100.37000144000001
7276,36975,Olivine,no_info,37.93999863,0.039999999,0.109999999,0.219999999,20.04999924,0.219999999,41.93999863,,,0.400000006,,,,100.91999650199999
7278,37050,Olivine,no_info,40.43999863,,0.140000001,0.330000013,9.600000381,,49.22000122,,,0.25999999,,,,99.990000235
7281,37053,Olivine,no_info,40.59000015,,0.180000007,0.330000013,8.869999886,,49.65000153,0.219999999,,0.159999996,,,,100.00000158099999
7282,37054,Olivine,no_info,40.50999832,,0.209999993,0.449999988,8.659999847,,49.77000046,0.239999995,,0.170000002,,,,100.009998605
7285,37057,Olivine,no_info,40.41999817,,0.25,0.140000001,9.890000343,,48.81000137,0.280000001,,0.200000003,,,,99.98999988800001
7287,37059,Olivine,no_info,40.65999985,,0.140000001,0.310000002,8.909999847,,49.68999863,,,0.289999992,,,,99.999998322
7288,37060,Olivine,no_info,40.68999863,,0.189999998,0.340000004,8.93999958,,49.63999939,,,0.200000003,,,,99.999997605
7289,37061,Olivine,no_info,40.65999985,,0.189999998,0.330000013,8.909999847,,49.77000046,,,0.140000001,,,,100.00000016899999
7291,37063,Olivine,no_info,40.54000092,,0.209999993,0.319999993,8.579999924,,50.25,,,0.109999999,,,,100.01000082899999
7296,37068,Olivine,no_info,40.54999924,,0.25,0.219999999,9.5,,49.43999863,,,0.140000001,,,,100.09999787
7297,37069,Olivine,no_info,40.65999985,,0.100000001,0.25999999,9.130000114,,49.72000122,,,0.129999995,,,,100.00000117
7298,37070,Olivine,no_info,40.61999893,,0.189999998,0.389999986,8.829999924,,49.49000168,0.230000004,,0.25,,,,100.00000052200001
7306,37078,Olivine,no_info,40.40000153,,0.230000004,0.319999993,8.720000267,,50.16999817,,,0.159999996,,,,99.99999996
7308,37080,Olivine,no_info,40.31999969,,0.219999999,0.170000002,9.449999809,,49.65000153,,,0.189999998,,,,100.00000102799999
7309,37081,Olivine,no_info,40.43000031,,0.349999994,0.319999993,9.039999962,,49.56999969,,,0.289999992,,,,99.99999994099998
7310,37082,Olivine,no_info,40.27999878,,0.300000012,0.400000006,8.920000076,,49.86999893,,,0.230000004,,,,99.99999780799999
7312,37084,Olivine,no_info,40.52000046,,0.200000003,0.159999996,9.270000458,,49.43000031,0.239999995,,0.180000007,,,,100.00000122899999
7315,37087,Olivine,no_info,40.70999908,,0.189999998,0.300000012,8.590000153,,49.95999908,,,0.25,,,,99.999998323
7319,37091,Olivine,no_info,40.63000107,,0.150000006,0.360000014,9.159999847,,49.45999908,,,0.239999995,,,,100.000000012
7323,37095,Olivine,no_info,40.5,,0.170000002,0.300000012,9.039999962,,49.49000168,0.25,,0.25,,,,100.000001656
7324,37096,Olivine,no_info,40.70000076,,0.219999999,0.289999992,8.550000191,,49.72000122,0.270000011,,0.25,,,,100.000002173
7340,37112,Olivine,EMP,40.74000168,0.02,0.109999999,,14.06999969,0.230000004,42.38999939,,,0.239999995,0.01,,,97.810000758
7343,37115,Olivine,EMP,40.18999863,0.029999999,0.129999995,,13.86999989,0.25,43.33000183,,,0.270000011,0.029999999,,,98.100000354
7344,37116,Olivine,EMP,40.22000122,0.01,0.029999999,,15.64000034,0.230000004,44.13999939,,,0.209999993,0.029999999,,,100.510000945
7345,37117,Olivine,EMP,40.36000061,0.01,0.050000001,,16.93000031,0.360000014,43.54000092,,,0.219999999,0.01,0.01,,101.490001854
7346,37118,Olivine,EMP,36.20000076,0.050000001,0.039999999,0.02,32.20000076,0.720000029,29.89999962,0.029999999,,0.340000004,,,,99.500001172
7347,37119,Olivine,EMP,36.09999847,0.090000004,0.219999999,0.059999999,33.29999924,0.670000017,28.79999924,0.050000001,,0.449999988,,,,99.739996958
7348,37120,Olivine,EMP,39.70000076,,0.07,0.170000002,13.10000038,0.200000003,47.40000153,,,0.289999992,,,,100.930002667
7349,37121,Olivine,EMP,38.09999847,,0.109999999,0.200000003,20.60000038,0.189999998,40.5,,,0.5,,,,100.19999885
7350,37122,Olivine,EMP,39.5,,0.079999998,0.310000002,16.5,0.140000001,43.59999847,,,0.349999994,,,,100.47999846500001
7351,37123,Olivine,EMP,39.0,,0.079999998,0.280000001,15.60000038,0.100000001,44.40000153,,,0.270000011,,,,99.73000192100001
7352,37124,Olivine,EMP,39.40000153,,0.079999998,0.319999993,14.69999981,0.109999999,44.79999924,,,0.25999999,,,,99.67000055999999
7353,37125,Olivine,EMP,40.0,,0.039999999,0.289999992,14.69999981,0.109999999,44.59999847,,,0.25999999,,,,99.99999826
7354,37126,Olivine,EMP,38.09999847,,0.050000001,0.330000013,13.80000019,0.079999998,48.72000122,,,0.25999999,,,,101.339999882
7355,37127,Olivine,EMP,38.09999847,0.02,0.059999999,0.100000001,23.79999924,0.180000007,36.90000153,,,0.360000014,,,,99.519999261
7356,37128,Olivine,EMP,39.29999924,,,0.270000011,17.39999962,0.150000006,44.0,,,0.389999986,,,,101.50999886299998
7357,37129,Olivine,EMP,37.79999924,0.029999999,0.219999999,0.189999998,31.10000038,0.270000011,32.0,,,0.699999988,,,,102.309999615
7358,37130,Olivine,EMP,39.20000076,,0.129999995,0.25,19.20000076,0.159999996,42.40000153,,,0.389999986,,,,101.73000302700001
7359,37131,Olivine,EMP,39.40000153,,0.100000001,0.289999992,16.36000061,0.150000006,45.09999847,,,0.349999994,,,,101.750000603
7360,37132,Olivine,EMP,39.20000076,0.01,0.039999999,0.25,16.5,0.170000002,44.09999847,,,0.370000005,,,,100.63999923600001
7361,37133,Olivine,EMP,39.70000076,,0.100000001,0.200000003,16.62999916,0.150000006,44.59999847,,,0.349999994,,,,101.729998394
7366,37138,Olivine,no_info,40.70000076,0.01,0.07,0.209999993,11.5,0.129999995,47.20000076,0.409999996,,0.460000008,,,,100.690001512
7367,37139,Olivine,no_info,40.70000076,,0.079999998,0.219999999,12.19999981,0.140000001,46.79999924,0.409999996,,0.469999999,,,,101.01999980299999
7368,37140,Olivine,no_info,39.20000076,0.039999999,0.079999998,0.150000006,12.19999981,0.200000003,47.0,0.340000004,,0.419999987,,,,99.63000056700001
7369,37141,Olivine,no_info,40.0,,0.050000001,0.140000001,13.19999981,0.230000004,45.79999924,0.449999988,,0.5,,,,100.369999044
7370,37142,Olivine,no_info,39.90000153,0.059999999,0.059999999,0.209999993,13.30000019,0.209999993,46.0,0.400000006,,0.469999999,,,,100.61000170899999
7371,37143,Olivine,no_info,40.29999924,,0.100000001,0.180000007,14.80000019,0.140000001,44.09999847,0.519999981,,0.600000024,,,,100.739997914
7372,37144,Olivine,no_info,40.0,,0.079999998,0.209999993,15.5,0.170000002,43.5,0.49000001,,0.479999989,,,,100.42999999199999
7373,37145,Olivine,no_info,40.0,,,0.100000001,12.30000019,0.200000003,47.29999924,0.300000012,,0.379999995,,,,100.579999441
7374,37146,Olivine,no_info,40.29999924,0.090000004,,0.170000002,13.69999981,0.180000007,45.5,0.200000003,,0.409999996,,,,100.549999062
7375,37147,Olivine,no_info,39.5,0.109999999,,0.159999996,15.5,0.180000007,43.79999924,0.400000006,,0.379999995,,,,100.02999924299999
7376,37148,Olivine,no_info,40.29999924,,0.100000001,0.180000007,14.80000019,0.140000001,44.09999847,0.519999981,,0.600000024,,,,100.739997914
7377,37149,Olivine,no_info,40.20000076,0.02,0.029999999,0.059999999,11.0,0.109999999,49.40000153,0.219999999,,0.389999986,,,,101.430002272
7379,37151,Olivine,no_info,39.90000153,0.029999999,,0.100000001,13.60000038,0.200000003,46.70000076,0.379999995,,0.319999993,,,,101.230002661
7381,37153,Olivine,no_info,37.79999924,,,0.079999998,18.89999962,0.280000001,42.29999924,0.400000006,,0.270000011,,,,100.029998116
7406,37185,Olivine,EMP,40.61999893,,0.109999999,0.079999998,11.13000011,,46.95999908,,,1.039999962,,,,99.93999807900002
7407,37186,Olivine,EMP,40.72999954,,0.079999998,0.059999999,10.28999996,,47.79999924,,,1.019999981,,,,99.979998718
7408,37187,Olivine,EMP,39.66999817,,0.100000001,0.02,12.65999985,,46.59000015,,,0.899999976,,,,99.939998147
7409,37188,Olivine,EMP,40.18000031,,0.109999999,0.119999997,9.56000042,,49.18999863,,,0.819999993,,,,99.97999934899998
7411,37190,Olivine,EMP,40.54999924,,0.059999999,0.07,10.40999985,,48.13000107,,,0.74000001,,,,99.96000016899998
7412,37191,Olivine,EMP,40.09000015,,0.039999999,0.059999999,9.829999924,,49.27000046,,,0.660000026,,,,99.950000558
7413,37192,Olivine,EMP,40.93999863,,0.059999999,0.079999998,9.369999886,,48.77999878,,,0.74000001,,,,99.96999730300001
7414,37193,Olivine,EMP,41.04999924,,0.059999999,0.039999999,10.40999985,,47.84999847,,,0.519999981,,,,99.929997539
7441,37220,Olivine,EMP,39.59999847,0.02,0.079999998,,20.28000069,,40.59999847,,,0.209999993,,,,100.78999762100001
7442,37221,Olivine,EMP,41.20000076,0.029999999,0.029999999,,11.13000011,,48.5,,,0.109999999,,0.02,,101.02000086700001
7443,37222,Olivine,EMP,40.40000153,0.01,0.01,,10.75,,48.0,,,0.189999998,,0.02,,99.380001528
7444,37223,Olivine,EMP,40.09999847,0.029999999,,,13.63000011,,45.90000153,,,0.159999996,,0.01,,99.830000105
7446,37225,Olivine,EMP,40.40000153,0.02,0.02,,11.02000046,,48.5,,,0.129999995,,0.01,,100.100001985
7447,37226,Olivine,EMP,40.59999847,0.01,0.029999999,,11.15999985,,47.70000076,,,0.170000002,,0.01,,99.679999081
